"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoW]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,         236,      -7.317165821,      -6.718014902,      -7.048212087,      -7.014364257,      -6.687820708,       -9.77850212
          0,           0,         237,      -7.321916489,      -6.721176612,      -7.052531478,        -7.0191814,      -6.692606815,      -9.780576759
          0,           0,         238,      -7.326530387,      -6.724304207,      -7.056800362,      -7.023925812,      -6.697259731,      -9.782634469
          0,           0,         239,      -7.331019453,      -6.727394397,      -7.061006309,      -7.028582405,      -6.701791348,      -9.784677384
          0,           0,         240,      -7.335370046,      -6.730443608,      -7.065138432,      -7.033135998,      -6.706189336,      -9.786707104
          0,           0,         241,      -7.339664534,       -6.73345491,      -7.069182139,      -7.037582272,      -6.710527577,      -9.788724597
          0,           0,         242,      -7.343918629,      -6.736426903,       -7.07313688,       -7.04191251,      -6.714830599,      -9.790731054
          0,           0,         243,      -7.347977308,      -6.739358898,      -7.076998337,      -7.046106435,      -6.718954326,      -9.792736939
          0,           0,         244,      -7.351849522,      -6.742256776,      -7.080763455,      -7.050147651,      -6.722892511,      -9.794748907
          0,           0,         245,      -7.355531984,      -6.745123366,       -7.08442937,      -7.054033193,      -6.726634867,      -9.796775912
          0,           0,         246,      -7.359090103,      -6.747963022,      -7.087999047,       -7.05776519,      -6.730245515,      -9.798811305
          0,           0,         247,       -7.36260625,      -6.750781238,      -7.091476769,      -7.061347877,      -6.733808396,      -9.800847927
          0,           0,         248,      -7.366123529,      -6.753585938,      -7.094867365,      -7.064791793,       -6.73736571,      -9.802876903
          0,           0,         249,      -7.369620044,      -6.756385629,      -7.098178399,      -7.068101598,      -6.740899921,      -9.804888711
          0,           0,         250,      -7.373092949,      -6.759188549,      -7.101418775,       -7.07128714,      -6.744408293,      -9.806890209
          0,           0,         251,      -7.376562404,      -6.762002613,      -7.104596797,      -7.074362212,      -6.747910266,      -9.808891593
          0,           0,         252,      -7.380142958,      -6.764835159,      -7.107724259,      -7.077360116,      -6.751512242,      -9.810903047
          0,           0,         253,       -7.38366375,      -6.767696634,      -7.110807299,      -7.080276761,      -6.755066452,      -9.812921175
          0,           0,         254,      -7.387143352,      -6.770591071,      -7.113854872,      -7.083120567,      -6.758581151,      -9.814943406
          0,           0,         255,      -7.390736984,      -6.773523184,       -7.11687718,      -7.085907945,      -6.762198715,       -9.81696795
          0,           0,         256,       -7.39454657,      -6.776497006,      -7.119896923,      -7.088662786,      -6.766021907,       -9.81899376
          0,           0,         257,      -7.398229415,      -6.779514404,      -7.122910472,      -7.091396218,       -6.76973337,      -9.821012898
          0,           0,         258,      -7.401803698,      -6.782577102,      -7.125923566,       -7.09411516,      -6.773340147,      -9.823033555
          0,           0,         259,      -7.405355442,      -6.785682147,      -7.128942227,      -7.096859113,       -6.77691027,      -9.825054195
          0,           0,         260,      -7.408807813,      -6.788835725,      -7.131975535,      -7.099600946,      -6.780393341,      -9.827073804
          0,           0,         261,      -7.412185642,      -6.792037395,      -7.135025524,      -7.102342406,      -6.783801344,      -9.829091809
          0,           0,         262,      -7.415504544,      -6.795286931,      -7.138094003,       -7.10509818,       -6.78714204,      -9.831108584
          0,           0,         263,      -7.418822184,      -6.798585956,      -7.141190925,      -7.107885097,      -6.790475695,      -9.833125781
          0,           0,         264,      -7.422153155,      -6.801935157,      -7.144320734,      -7.110713325,      -6.793821089,      -9.835143692
          0,           0,         265,      -7.425512181,      -6.805333964,      -7.147488202,      -7.113590918,      -6.797196293,      -9.837163127
          0,           0,         266,         -7.428909,      -6.808783616,      -7.150697695,      -7.116525455,      -6.800612787,      -9.839184238
          0,           0,         267,      -7.432336322,      -6.812280008,      -7.153952859,      -7.119520669,      -6.804064069,      -9.841207667
          0,           0,         268,      -7.435818039,      -6.815818327,      -7.157256029,      -7.122580627,      -6.807570847,      -9.843233636
          0,           0,         269,      -7.439288358,      -6.819395057,      -7.160609435,      -7.125704597,      -6.811075162,      -9.845208299
          0,           0,         270,      -7.442737927,      -6.823000601,      -7.164015704,      -7.128899297,      -6.814562215,      -9.847209482
          0,           0,         271,       -7.44618319,      -6.826632802,      -7.167467335,      -7.132159311,      -6.818048196,       -9.84924127
          0,           0,         272,       -7.44957965,      -6.830285283,      -7.170965383,      -7.135480611,      -6.821491389,      -9.851276485
          0,           0,         273,      -7.452983863,      -6.833953138,      -7.174507843,      -7.138868028,      -6.824944221,      -9.853274515
          0,           0,         274,      -7.456323571,      -6.837626868,      -7.178088788,      -7.142311448,      -6.828336609,      -9.855324494
          0,           0,         275,      -7.459630069,      -6.841302279,      -7.181707779,      -7.145799763,       -6.83170461,      -9.857380577
          0,           0,         276,      -7.462950494,      -6.844977947,      -7.185361759,      -7.149337185,      -6.835084174,      -9.859433895
          0,           0,         277,      -7.466286508,      -6.848651296,      -7.189047797,      -7.152924217,      -6.838477032,      -9.861483135
          0,           0,         278,      -7.469622798,      -6.852318209,      -7.192761996,      -7.156553827,      -6.841871246,      -9.863476311
          0,           0,         279,      -7.472945555,      -6.855969535,      -7.196499401,      -7.160222079,      -6.845254699,      -9.865500986
          0,           0,         280,      -7.476243072,      -6.859605966,      -7.200253849,       -7.16392202,      -6.848616416,      -9.867539298
          0,           0,         281,      -7.479513042,      -6.863228141,       -7.20402189,      -7.167648963,      -6.851953141,      -9.869582327
          0,           0,         282,      -7.482760298,      -6.866836932,      -7.207800565,      -7.171400063,      -6.855268802,      -9.871615973
          0,           0,         283,      -7.485988055,      -6.870436901,      -7.211586352,      -7.175173291,      -6.858566652,      -9.873651387
          0,           0,         284,       -7.48918301,      -6.874027586,      -7.215375188,      -7.178962594,      -6.861835038,      -9.875691713
          0,           0,         285,      -7.492354489,      -6.877597129,      -7.219161631,      -7.182760394,      -6.865082491,      -9.877735886
          0,           0,         286,        -7.4954947,      -6.881144045,      -7.222942504,      -7.186565204,      -6.868298725,      -9.879783505
          0,           0,         287,      -7.498611578,      -6.884666696,      -7.226714091,      -7.190375426,      -6.871490749,      -9.881833337
          0,           0,         288,       -7.50172176,      -6.888164454,      -7.230472948,      -7.194188274,      -6.874675631,      -9.883885384
          0,           0,         289,      -7.504839232,      -6.891637147,      -7.234215787,       -7.19800051,      -6.877867956,      -9.885939817
          0,           0,         290,      -7.507973617,      -6.895084504,       -7.23793965,      -7.201808838,      -6.881077893,      -9.887997261
          0,           0,         291,      -7.511128922,      -6.898506492,      -7.241641989,      -7.205610871,      -6.884309378,      -9.890057777
          0,           0,         292,      -7.514305529,      -6.901902992,      -7.245320883,      -7.209403135,      -6.887563311,      -9.892121597
          0,           0,         293,      -7.517504693,      -6.905274482,      -7.248974683,      -7.213182463,      -6.890841173,      -9.894188738
          0,           0,         294,      -7.520719092,      -6.908623271,      -7.252602415,      -7.216946161,      -6.894135559,      -9.896259264
          0,           0,         295,      -7.523918315,      -6.911952459,       -7.25620398,      -7.220693482,      -6.897416316,      -9.898333253
          0,           0,         296,      -7.527107611,      -6.915256926,      -7.259778317,      -7.224420427,      -6.900688965,      -9.900410657
          0,           0,         297,      -7.530283815,      -6.918533673,      -7.263325187,      -7.228124039,      -6.903947841,      -9.902489887
          0,           0,         298,      -7.533447185,       -6.92178188,      -7.266842581,      -7.231800695,      -6.907191463,      -9.904573051
          0,           0,         299,      -7.536589917,      -6.925000089,      -7.270329367,      -7.235452233,      -6.910410852,      -9.906655662
          0,           0,         300,      -7.539598572,      -6.928187263,      -7.273784393,      -7.239078844,      -6.913498688,      -9.908711592
          0,           0,         301,      -7.542497732,      -6.931341553,      -7.277209024,      -7.242675452,      -6.916479004,      -9.910792109
          0,           0,         302,      -7.545434853,       -6.93445906,      -7.280600944,      -7.246235769,      -6.919491431,      -9.912888032
          0,           0,         303,      -7.548407068,      -6.937541199,      -7.283961181,      -7.249765288,      -6.922532861,      -9.914992729
          0,           0,         304,      -7.551331838,      -6.940591156,      -7.287293077,      -7.253268072,      -6.925526048,      -9.917103252
          0,           0,         305,      -7.554230855,      -6.943608045,      -7.290594238,      -7.256742709,      -6.928487319,      -9.919217886
          0,           0,         306,      -7.557125183,      -6.946593599,      -7.293864535,      -7.260197445,      -6.931443934,        -9.9213355
          0,           0,         307,      -7.560047396,      -6.949549265,      -7.297106351,      -7.263634912,      -6.934428483,      -9.923455362
          0,           0,         308,      -7.562941323,      -6.952473448,       -7.30032434,      -7.267048176,      -6.937384829,      -9.925577318
          0,           0,         309,      -7.565821232,      -6.955370264,      -7.303523546,       -7.27044262,      -6.940321824,      -9.927701572
          0,           0,         310,      -7.568692276,      -6.958240775,      -7.306715276,      -7.273825157,      -6.943244652,        -9.9298288
          0,           0,         311,      -7.571462124,      -6.961088025,      -7.309886915,      -7.277194413,      -6.946065262,      -9.931958343
          0,           0,         312,      -7.574120895,      -6.963911113,      -7.313045182,      -7.280555866,      -6.948773047,      -9.934089396
          0,           0,         313,      -7.576769701,      -6.966709786,      -7.316191794,      -7.283907057,       -6.95146398,      -9.936221174
          0,           0,         314,      -7.579406211,      -6.969497094,      -7.319332117,      -7.287251065,      -6.954135054,      -9.938352887
          0,           0,         315,       -7.58204128,      -6.972289816,      -7.322471392,      -7.290595538,      -6.956798697,      -9.940484197
          0,           0,         316,      -7.584691066,         -6.975078,      -7.325609726,      -7.293941545,      -6.959473571,      -9.942616915
          0,           0,         317,       -7.58735614,      -6.977864318,      -7.328748232,      -7.297290573,      -6.962161137,      -9.944747281
          0,           0,         318,      -7.590013109,      -6.980650766,      -7.331888121,      -7.300640346,      -6.964838354,      -9.946874513
          0,           0,         319,      -7.592660709,      -6.983440178,      -7.335030305,      -7.303989515,      -6.967503138,       -9.94899991
          0,           0,         320,      -7.595312828,      -6.986234983,      -7.338174668,      -7.307336883,      -6.970169325,      -9.951123364
          0,           0,         321,      -7.597988208,      -6.989036537,      -7.341319965,       -7.31068112,      -6.972856544,      -9.953243858
          0,           0,         322,      -7.600699097,       -6.99184902,      -7.344465571,      -7.314021054,      -6.975578081,      -9.955361103
          0,           0,         323,        -7.6034231,       -6.99467084,      -7.347610105,      -7.317360334,      -6.978308602,      -9.957475362
          0,           0,         324,      -7.606192253,      -6.997503847,      -7.350751967,      -7.320687901,       -6.98108721,      -9.959586875
          0,           0,         325,      -7.608975969,      -7.000348471,       -7.35388775,      -7.324002441,      -6.983881728,      -9.961696932
          0,           0,         326,      -7.611788888,      -7.003207382,      -7.357020829,      -7.327303877,      -6.986707348,      -9.963805882
          0,           0,         327,      -7.614646046,      -7.006082942,      -7.360150059,        -7.3305911,      -6.989576571,      -9.965914054
          0,           0,         328,      -7.617548111,      -7.008970366,      -7.363273397,       -7.33386129,       -6.99249071,      -9.968021903
          0,           0,         329,      -7.620493858,       -7.01186837,       -7.36639014,      -7.337114107,      -6.995449735,      -9.970129851
          0,           0,         330,      -7.623470708,      -7.014775276,      -7.369499626,      -7.340346509,      -6.998441574,      -9.972238967
          0,           0,         331,      -7.626477233,      -7.017694706,      -7.372602795,      -7.343568227,      -7.001467805,      -9.974330464
          0,           0,         332,      -7.629477396,      -7.020623464,      -7.375698022,      -7.346772621,      -7.004493791,       -9.97641915
          0,           0,         333,      -7.632471045,      -7.023551716,      -7.378782476,      -7.349951697,      -7.007519962,      -9.978523764
          0,           0,         334,       -7.63545841,      -7.026473634,      -7.381852898,      -7.353108118,      -7.010538632,       -9.98063948
          0,           0,         335,      -7.638461791,      -7.029386763,      -7.384907404,      -7.356244547,      -7.013571434,       -9.98276251
          0,           0,         336,      -7.641479097,      -7.032289807,      -7.387944713,      -7.359359238,      -7.016618744,       -9.98489197
          0,           0,         337,       -7.64450537,      -7.035180877,      -7.390964381,      -7.362452789,      -7.019676462,      -9.987027785
          0,           0,         338,      -7.647646466,      -7.038059613,      -7.393967491,      -7.365547852,      -7.022848467,      -9.989168762
          0,           0,         339,      -7.650934369,      -7.040926793,      -7.396956899,      -7.368649598,      -7.026173086,      -9.991314593
          0,           0,         340,      -7.654168853,      -7.043783068,      -7.399935579,      -7.371722509,      -7.029457728,      -9.993465646
          0,           0,         341,      -7.657365255,      -7.046628159,      -7.402904971,      -7.374775959,      -7.032704326,      -9.995621697
          0,           0,         342,      -7.660513198,      -7.049462256,      -7.405868453,       -7.37781451,       -7.03590036,      -9.997783262
          0,           0,         343,      -7.663634994,      -7.052286896,      -7.408829389,      -7.380846155,      -7.039067262,      -9.999950279
          0,           0,         344,      -7.666736563,      -7.055104559,      -7.411791554,      -7.383876891,      -7.042209905,       -10.0021223
          0,           0,         345,       -7.66982533,      -7.057918856,      -7.414759481,      -7.386913849,      -7.045336268,      -10.00429913
          0,           0,         346,      -7.672906177,      -7.060732696,      -7.417737122,      -7.389962138,       -7.04845253,      -10.00648062
          0,           0,         347,      -7.675985421,       -7.06354699,      -7.420727836,      -7.393027798,      -7.051565666,       -10.0086666
          0,           0,         348,       -7.67907127,      -7.066365854,      -7.423735617,      -7.396118023,      -7.054683759,      -10.01087911
          0,           0,         349,       -7.68219041,      -7.069194364,      -7.426763152,      -7.399242148,      -7.057832937,      -10.01308304
          0,           0,         350,      -7.685380074,      -7.072036466,      -7.429812898,      -7.402406297,      -7.061051263,      -10.01529336
          0,           0,         351,      -7.688586831,      -7.074895059,      -7.432889432,      -7.405612553,      -7.064287599,      -10.01750652
          0,           0,         352,      -7.691814976,      -7.077774541,      -7.435997376,      -7.408860483,      -7.067545394,      -10.01972284
          0,           0,         353,      -7.695067648,      -7.080679281,      -7.439140236,      -7.412151324,      -7.070826813,      -10.02194113
          0,           0,         354,      -7.698349815,      -7.083611884,      -7.442320511,      -7.415488879,      -7.074136099,      -10.02415985
          0,           0,         355,      -7.701670417,      -7.086576201,       -7.44554065,      -7.418878094,      -7.077481384,      -10.02637811
          0,           0,         356,        -7.7050357,      -7.089576124,      -7.448803145,       -7.42232321,      -7.080868865,      -10.02859583
          0,           0,         357,      -7.708446008,      -7.092615001,      -7.452110567,      -7.425828126,       -7.08429936,      -10.03081627
          0,           0,         358,      -7.711890033,       -7.09569542,      -7.455465956,      -7.429400465,       -7.08776007,      -10.03304224
          0,           0,         359,      -7.715370741,      -7.098819971,      -7.458873132,      -7.433035602,      -7.091257153,      -10.03526368
          0,           0,         360,      -7.718896523,      -7.101989379,      -7.462332105,      -7.436734813,      -7.094797801,      -10.03748589
          0,           0,         361,      -7.722472722,      -7.105205124,      -7.465843927,       -7.44050094,      -7.098387083,      -10.03970902
          0,           0,         362,      -7.726091998,      -7.108467402,      -7.469410011,      -7.444334557,      -7.102017921,      -10.04193413
          0,           0,         363,      -7.729779992,      -7.111775934,      -7.473031537,      -7.448236617,      -7.105717972,      -10.04416089
          0,           0,         364,      -7.733671278,       -7.11513033,      -7.476708855,      -7.452208244,      -7.109618908,      -10.04638987
          0,           0,         365,      -7.737547922,      -7.118527484,      -7.480443605,      -7.456252351,      -7.113513851,      -10.04862122
          0,           0,         366,      -7.741428712,      -7.121964595,      -7.484234149,      -7.460365425,      -7.117416613,      -10.05085517
          0,           0,         367,      -7.745279609,      -7.125437567,      -7.488078702,      -7.464537056,      -7.121290661,      -10.05309166
          0,           0,         368,      -7.749132013,      -7.128944147,      -7.491976211,      -7.468774518,      -7.125169047,       -10.0553305
          0,           0,         369,      -7.752990124,      -7.132480415,      -7.495923702,       -7.47307341,      -7.129054388,      -10.05757201
          0,           0,         370,      -7.756859378,      -7.136042499,      -7.499918314,      -7.477429237,        -7.1329516,       -10.0598168
          0,           0,         371,      -7.760755214,      -7.139626593,      -7.503956957,      -7.481837631,      -7.136876396,      -10.06206551
          0,           0,         372,      -7.764714045,      -7.143230469,      -7.508036279,      -7.486295567,      -7.140866268,      -10.06431849
          0,           0,         373,      -7.768643099,      -7.146848651,      -7.512152576,       -7.49079478,      -7.144832435,      -10.06657481
          0,           0,         374,      -7.772558315,      -7.150477834,      -7.516301742,       -7.49532911,      -7.148787768,      -10.06883577
          0,           0,         375,      -7.776523257,      -7.154115917,      -7.520480302,      -7.499908028,      -7.152794126,      -10.07110159
          0,           0,         376,      -7.780528169,      -7.157760049,      -7.524685104,      -7.504528955,      -7.156846838,      -10.07337241
          0,           0,         377,      -7.784659217,      -7.161409125,      -7.528911671,      -7.509165575,      -7.161031392,      -10.07564843
          0,           0,         378,      -7.788725648,      -7.165059633,      -7.533154941,      -7.513815081,      -7.165160731,       -10.0779299
          0,           0,         379,      -7.792748664,      -7.168709845,      -7.537410237,      -7.518470206,      -7.169248619,      -10.08021698
          0,           0,         380,      -7.796702102,      -7.172357471,      -7.541674341,        -7.5231251,      -7.173265862,       -10.0825098
          0,           0,         381,      -7.800617227,      -7.176002226,       -7.54594399,      -7.527778395,      -7.177241092,      -10.08480847
          0,           0,         382,      -7.804517964,      -7.179644599,      -7.550216751,      -7.532430205,       -7.18119872,      -10.08711316
          0,           0,         383,      -7.808411371,      -7.183285659,      -7.554491292,      -7.537079381,      -7.185147618,      -10.08942385
          0,           0,         384,       -7.81230644,      -7.186926799,      -7.558767365,       -7.54172658,      -7.189097738,      -10.09174055
          0,           0,         385,      -7.816207888,      -7.190569868,      -7.563044654,      -7.546372016,      -7.193054538,      -10.09406327
          0,           0,         386,      -7.820117875,      -7.194216588,      -7.567323745,      -7.551016728,       -7.19702047,      -10.09639164
          0,           0,         387,      -7.824037085,       -7.19786866,      -7.571605551,      -7.555662397,      -7.200996201,      -10.09872601
          0,           0,         388,      -7.827965991,      -7.201527642,      -7.575891215,      -7.560311293,      -7.204981958,      -10.10106644
          0,           0,         389,      -7.831905483,      -7.205195006,      -7.580182026,      -7.564966418,      -7.208978387,      -10.10341263
          0,           0,         390,      -7.835856786,      -7.208872212,      -7.584479621,      -7.569631348,      -7.212986542,      -10.10576441
          0,           0,         391,      -7.839822016,      -7.212560402,      -7.588785985,      -7.574310257,      -7.217008425,      -10.10812256
          0,           0,         392,       -7.84380356,      -7.216260996,      -7.593103116,      -7.579008712,      -7.221046441,      -10.11048498
          0,           0,         393,       -7.84780159,      -7.219975395,      -7.597433464,      -7.583729386,       -7.22510093,      -10.11285527
          0,           0,         394,      -7.852293667,      -7.223711438,      -7.601778522,      -7.588546625,      -7.229648308,      -10.11523271
          0,           0,         395,      -7.856627257,      -7.227464911,       -7.60614219,      -7.593384026,       -7.23406567,      -10.11761439
          0,           0,         396,       -7.86082544,      -7.231234567,      -7.610526977,      -7.598236251,      -7.238347903,      -10.11999966
          0,           0,         397,      -7.864971236,      -7.235021907,      -7.614934225,      -7.603111332,      -7.242566859,      -10.12238991
          0,           0,         398,      -7.869103934,      -7.238827625,      -7.619366724,       -7.60801911,      -7.246762875,      -10.12478572
          0,           0,         399,      -7.873267742,      -7.242654215,      -7.623827936,      -7.612975067,      -7.250983795,      -10.12718694
          0,           0,         400,       -7.87745949,      -7.246503966,      -7.628316098,      -7.617983054,      -7.255232034,      -10.12959322
          0,           0,         401,      -7.881680414,      -7.250378858,      -7.632838216,      -7.623043301,      -7.259510223,      -10.13200427
          0,           0,         402,      -7.885963923,      -7.254280813,      -7.637400763,      -7.628160235,      -7.263850296,      -10.13442004
          0,           0,         403,      -7.890268127,      -7.258211092,      -7.642006144,      -7.633339335,      -7.268212253,      -10.13684059
          0,           0,         404,      -7.894596447,      -7.262170467,      -7.646656091,      -7.638583693,      -7.272598576,        -10.139266
          0,           0,         405,      -7.898949815,      -7.266159145,       -7.65135211,      -7.643895487,      -7.277009971,      -10.14169252
          0,           0,         406,      -7.903327817,      -7.270176672,      -7.656098102,      -7.649276803,       -7.28144597,      -10.14412712
          0,           0,         407,      -7.907730659,      -7.274222668,      -7.660893323,      -7.654729135,      -7.285907072,      -10.14656889
          0,           0,         408,      -7.912160782,       -7.27829717,      -7.665738987,      -7.660253426,      -7.290396142,      -10.14901588
          0,           0,         409,      -7.916616535,      -7.282399029,      -7.670636007,      -7.665850141,       -7.29491203,      -10.15146737
          0,           0,         410,      -7.921097055,      -7.286526323,      -7.675584762,      -7.671519474,      -7.299454364,      -10.15392291
          0,           0,         411,      -7.925600115,      -7.290677017,      -7.680585002,      -7.677261281,      -7.304021272,      -10.15638231
          0,           0,         412,      -7.930123525,      -7.294849027,      -7.685635881,       -7.68307511,       -7.30861082,      -10.15884556
          0,           0,         413,      -7.934665229,      -7.299040041,      -7.690736026,      -7.688959902,      -7.313221112,      -10.16131243
          0,           0,         414,      -7.939222896,      -7.303247702,      -7.695883832,      -7.694913947,      -7.317849907,      -10.16378332
          0,           0,         415,      -7.943793879,      -7.307469524,      -7.701077375,      -7.700934911,      -7.322494614,       -10.1662583
          0,           0,         416,      -7.948394668,      -7.311703077,      -7.706314496,      -7.707020115,      -7.327171421,      -10.16873749
          0,           0,         417,      -7.953008719,      -7.315945451,      -7.711593469,       -7.71316726,      -7.331864402,      -10.17122102
          0,           0,         418,      -7.957622947,      -7.320194389,      -7.716911818,      -7.719373256,      -7.336560546,      -10.17370893
          0,           0,         419,      -7.962235986,      -7.324447937,      -7.722266886,      -7.725634355,      -7.341258126,      -10.17620124
          0,           0,         420,      -7.966885953,      -7.328704939,      -7.727656356,       -7.73195028,      -7.345994958,      -10.17869792
          0,           0,         421,      -7.971517531,      -7.332962401,      -7.733078128,      -7.738314776,      -7.350717608,      -10.18119891
          0,           0,         422,      -7.976125593,      -7.337218268,      -7.738529953,      -7.744723006,      -7.355418742,      -10.18370416
          0,           0,         423,      -7.980715824,      -7.341470608,      -7.744009779,      -7.751171599,      -7.360102805,      -10.18621363
          0,           0,         424,      -7.985291493,       -7.34571828,      -7.749515373,      -7.757657978,       -7.36477297,      -10.18872725
          0,           0,         425,       -7.98985361,      -7.349959976,      -7.755044556,      -7.764179458,      -7.369430468,      -10.19124486
          0,           0,         426,      -7.994401524,      -7.354193645,      -7.760595025,      -7.770732918,      -7.374074777,      -10.19376651
          0,           0,         427,      -7.998934394,       -7.35841797,      -7.766164506,      -7.777314792,      -7.378705031,      -10.19629249
          0,           0,         428,      -8.003451749,      -7.362631799,       -7.77175056,        -7.7839213,       -7.38332065,      -10.19882242
          0,           0,         429,      -8.007953448,      -7.366834189,      -7.777350587,      -7.790548818,      -7.387921327,      -10.20135612
          0,           0,         430,      -8.012416224,      -7.371024043,      -7.782962169,      -7.797194626,      -7.392482875,      -10.20389346
          0,           0,         431,      -8.016840939,      -7.375200866,      -7.788582867,      -7.803853803,      -7.397006037,      -10.20643432
          0,           0,         432,      -8.021255911,      -7.379364619,      -7.794210123,      -7.810521736,      -7.401519217,      -10.20897859
          0,           0,         433,      -8.025662821,      -7.383515028,      -7.799841899,      -7.817196811,      -7.406023451,      -10.21152612
          0,           0,         434,      -8.030061852,      -7.387652521,      -7.805476521,      -7.823877762,      -7.410519067,      -10.21407675
          0,           0,         435,       -8.03445274,      -7.391777545,      -7.811112495,      -7.830563107,      -7.415006075,      -10.21663047
          0,           0,         436,      -8.038833831,      -7.395890329,      -7.816748547,       -7.83725089,      -7.419482944,      -10.21918717
          0,           0,         437,      -8.043203286,      -7.399991243,      -7.822383564,       -7.84393912,      -7.423947871,      -10.22174685
          0,           0,         438,      -8.047560416,      -7.404080715,      -7.828016567,      -7.850626117,      -7.428400109,      -10.22430953
          0,           0,         439,      -8.051905635,      -7.408159251,      -7.833647123,      -7.857310701,      -7.432839992,      -10.22687519
          0,           0,         440,      -8.056238924,      -7.412227398,      -7.839274796,      -7.863992187,      -7.437267384,      -10.22944382
          0,           0,         441,      -8.060560444,      -7.416286063,      -7.844897204,      -7.870669655,      -7.441682385,      -10.23201536
          0,           0,         442,      -8.064871623,       -7.42033571,       -7.85051385,      -7.877342922,      -7.446086386,       -10.2345898
          0,           0,         443,      -8.069177507,      -7.424376414,      -7.856126248,      -7.884012961,      -7.450484394,      -10.23716714
          0,           0,         444,      -8.073468453,      -7.428408256,      -7.861734748,      -7.890678318,      -7.454867078,       -10.2397474
          0,           0,         445,      -8.077745679,      -7.432431472,      -7.867339378,      -7.897339159,      -7.459235208,      -10.24233058
          0,           0,         446,      -8.082010061,      -7.436446249,      -7.872940154,      -7.903995991,      -7.463589667,      -10.24491666
          0,           0,         447,      -8.086261644,      -7.440452617,      -7.878537271,      -7.910648993,      -7.467930627,       -10.2475056
          0,           0,         448,      -8.090500853,      -7.444450487,      -7.884130961,       -7.91729879,       -7.47225859,      -10.25009741
          0,           0,         449,      -8.094727572,      -7.448439633,      -7.889721453,      -7.923945603,      -7.476573541,      -10.25269205
          0,           0,         450,      -8.098941426,      -7.452419738,      -7.895308915,      -7.930589406,      -7.480875194,      -10.25528952
          0,           0,         451,      -8.103141866,       -7.45639038,      -7.900893378,      -7.937229968,      -7.485163092,       -10.2578898
          0,           0,         452,      -8.107328218,      -7.460351037,      -7.906474728,      -7.943866831,      -7.489436636,      -10.26049289
          0,           0,         453,      -8.111501702,      -7.464301129,      -7.912052764,      -7.950499394,      -7.493697184,      -10.26309875
          0,           0,         454,      -8.115660302,      -7.468240017,      -7.917627039,      -7.957126765,      -7.497942781,      -10.26570735
          0,           0,         455,      -8.119800701,      -7.472167019,      -7.923196932,      -7.963747503,      -7.502170091,      -10.26831867
          0,           0,         456,       -8.12391779,      -7.476081424,      -7.928761738,      -7.970359519,      -7.506373872,      -10.27093266
          0,           0,         457,      -8.128018525,      -7.479982749,      -7.934320658,      -7.976961803,      -7.510560844,      -10.27354928
          0,           0,         458,      -8.132102197,      -7.483870374,      -7.939872759,      -7.983552699,      -7.514730485,      -10.27616851
          0,           0,         459,      -8.136167274,      -7.487743566,      -7.945417029,      -7.990130109,      -7.518881305,      -10.27879035
          0,           0,         460,      -8.140212119,       -7.49160214,      -7.950952716,      -7.996691716,      -7.523011485,      -10.28141477
          0,           0,         461,      -8.144236554,      -7.495445797,      -7.956478582,      -8.003236055,      -7.527120648,      -10.28404174
          0,           0,         462,      -8.148241147,      -7.499274251,      -7.961993692,       -8.00976195,      -7.531209307,      -10.28667117
          0,           0,         463,      -8.152226445,      -7.503087467,       -7.96749735,      -8.016268332,      -7.535277986,      -10.28930295
          0,           0,         464,      -8.156193111,      -7.506885423,      -7.972988926,       -8.02275411,      -7.539327351,      -10.29193702
          0,           0,         465,      -8.160141774,      -7.510668286,      -7.978467588,      -8.029218189,      -7.543358004,      -10.29457329
          0,           0,         466,      -8.164072771,      -7.514436233,      -7.983932721,      -8.035659539,       -7.54737023,       -10.2972117
          0,           0,         467,      -8.168026855,      -7.518190157,      -7.989383808,      -8.042082725,      -7.551405519,      -10.29985218
          0,           0,         468,      -8.171964781,       -7.52193029,      -7.994820576,      -8.048487333,       -7.55542594,      -10.30249465
          0,           0,         469,      -8.175867011,      -7.525656233,      -8.000242659,      -8.054863718,       -7.55941023,      -10.30513904
          0,           0,         470,      -8.179741198,      -7.529368585,      -8.005649822,      -8.061210914,      -7.563364176,      -10.30778528
          0,           0,         471,      -8.183595069,      -7.533068011,      -8.011042028,      -8.067529929,      -7.567295299,      -10.31043332
          0,           0,         472,      -8.187431887,      -7.536755447,      -8.016419676,      -8.073823551,      -7.571207188,      -10.31308328
          0,           0,         473,      -8.191257688,      -7.540432213,      -8.021783169,      -8.080094874,      -7.575106398,      -10.31573578
          0,           0,         474,      -8.195094174,      -7.544097889,      -8.027129655,      -8.086347146,      -7.579015077,       -10.3183883
          0,           0,         475,      -8.198903772,      -7.547752477,      -8.032455025,      -8.092570661,      -7.582896658,      -10.32104149
          0,           0,         476,      -8.202696455,      -7.551396841,      -8.037769953,      -8.098769197,        -7.5867598,      -10.32369424
          0,           0,         477,      -8.206498021,      -7.555031839,      -8.043074182,      -8.104944634,      -7.590630718,       -10.3263498
          0,           0,         478,      -8.210280429,      -7.558657744,        -8.0483682,       -8.11109859,      -7.594481467,      -10.32900771
