Points_0,Pressure_Coefficient,,,,,,,,,,,,,,,,,,,,,,,
-1.38939,-0.0098199,,,,,,,,,,,,,,,,,,,,,,,
-1.31761,-0.00994661,,,,,,,,,,,,,,,,,,,,,,,
-1.24942,-0.0100528,,,,,,,,,,,,,,,,,,,,,,,
-1.18464,-0.010136,,,,,,,,,,,,,,,,,,,,,,,
-1.1231,-0.0101939,,,,,,,,,,,,,,,,,,,,,,,
-1.06464,-0.0102235,,,,,,,,,,,,,,,,,,,,,,,
-1.0091,-0.0102219,,,,,,,,,,,,,,,,,,,,,,,
-0.956335,-0.010186,,,,,,,,,,,,,,,,,,,,,,,
-0.906209,-0.0101125,,,,,,,,,,,,,,,,,,,,,,,
-0.85859,-0.00999772,,,,,,,,,,,,,,,,,,,,,,,
-0.813352,-0.00983814,,,,,,,,,,,,,,,,,,,,,,,
-0.770376,-0.00962989,,,,,,,,,,,,,,,,,,,,,,,
-0.729548,-0.009369,,,,,,,,,,,,,,,,,,,,,,,
-0.690762,-0.00905139,,,,,,,,,,,,,,,,,,,,,,,
-0.653915,-0.00867286,,,,,,,,,,,,,,,,,,,,,,,
-0.618911,-0.00822913,,,,,,,,,,,,,,,,,,,,,,,
-0.585657,-0.00771582,,,,,,,,,,,,,,,,,,,,,,,
-0.554065,-0.00712854,,,,,,,,,,,,,,,,,,,,,,,
-0.524053,-0.00646283,,,,,,,,,,,,,,,,,,,,,,,
-0.495542,-0.00571426,,,,,,,,,,,,,,,,,,,,,,,
-0.468456,-0.0048784,,,,,,,,,,,,,,,,,,,,,,,
-0.442725,-0.00395086,,,,,,,,,,,,,,,,,,,,,,,
-0.41828,-0.00292734,,,,,,,,,,,,,,,,,,,,,,,
-0.395057,-0.00180364,,,,,,,,,,,,,,,,,,,,,,,
-0.372996,-0.000575711,,,,,,,,,,,,,,,,,,,,,,,
-0.352037,0.000760325,,,,,,,,,,,,,,,,,,,,,,,
-0.332127,0.00220812,,,,,,,,,,,,,,,,,,,,,,,
-0.313212,0.00377107,,,,,,,,,,,,,,,,,,,,,,,
-0.295243,0.00545225,,,,,,,,,,,,,,,,,,,,,,,
-0.278172,0.00725436,,,,,,,,,,,,,,,,,,,,,,,
-0.261955,0.00917966,,,,,,,,,,,,,,,,,,,,,,,
-0.246548,0.0112299,,,,,,,,,,,,,,,,,,,,,,,
-0.231912,0.0134063,,,,,,,,,,,,,,,,,,,,,,,
-0.218008,0.0157092,,,,,,,,,,,,,,,,,,,,,,,
-0.204799,0.0181384,,,,,,,,,,,,,,,,,,,,,,,
-0.19225,0.0206926,,,,,,,,,,,,,,,,,,,,,,,
-0.180329,0.0233693,,,,,,,,,,,,,,,,,,,,,,,
-0.169004,0.0261649,,,,,,,,,,,,,,,,,,,,,,,
-0.158245,0.029074,,,,,,,,,,,,,,,,,,,,,,,
-0.148024,0.0320898,,,,,,,,,,,,,,,,,,,,,,,
-0.138314,0.0352027,,,,,,,,,,,,,,,,,,,,,,,
-0.12909,0.0384011,,,,,,,,,,,,,,,,,,,,,,,
-0.120327,0.0416699,,,,,,,,,,,,,,,,,,,,,,,
-0.112002,0.0449903,,,,,,,,,,,,,,,,,,,,,,,
-0.104093,0.048339,,,,,,,,,,,,,,,,,,,,,,,
-0.0965799,0.0516871,,,,,,,,,,,,,,,,,,,,,,,
-0.0894423,0.0549986,,,,,,,,,,,,,,,,,,,,,,,
-0.0826615,0.0582294,,,,,,,,,,,,,,,,,,,,,,,
-0.0762198,0.0613247,,,,,,,,,,,,,,,,,,,,,,,
-0.0701002,0.0642171,,,,,,,,,,,,,,,,,,,,,,,
-0.0642865,0.0668222,,,,,,,,,,,,,,,,,,,,,,,
-0.0587636,0.0690369,,,,,,,,,,,,,,,,,,,,,,,
-0.0535167,0.0707287,,,,,,,,,,,,,,,,,,,,,,,
-0.0485323,0.0717392,,,,,,,,,,,,,,,,,,,,,,,
-0.043797,0.0718558,,,,,,,,,,,,,,,,,,,,,,,
-0.0392985,0.0708348,,,,,,,,,,,,,,,,,,,,,,,
-0.0350249,0.0683225,,,,,,,,,,,,,,,,,,,,,,,
-0.0309651,0.0639515,,,,,,,,,,,,,,,,,,,,,,,
-0.0271082,0.0571004,,,,,,,,,,,,,,,,,,,,,,,
-0.0234441,0.0472546,,,,,,,,,,,,,,,,,,,,,,,
-0.0199633,0.0332391,,,,,,,,,,,,,,,,,,,,,,,
-0.0166565,0.0144952,,,,,,,,,,,,,,,,,,,,,,,
-0.013515,-0.0114075,,,,,,,,,,,,,,,,,,,,,,,
-0.0105306,-0.0444028,,,,,,,,,,,,,,,,,,,,,,,
-0.00769544,-0.090166,,,,,,,,,,,,,,,,,,,,,,,
-0.00500202,-0.145039,,,,,,,,,,,,,,,,,,,,,,,
-0.00244328,-0.223024,,,,,,,,,,,,,,,,,,,,,,,
-1.25E-05,-0.305918,,,,,,,,,,,,,,,,,,,,,,,
0.00229679,-0.439409,,,,,,,,,,,,,,,,,,,,,,,
0.00449059,-0.560026,,,,,,,,,,,,,,,,,,,,,,,
0.0065747,-0.794812,,,,,,,,,,,,,,,,,,,,,,,
0.00855461,-0.806794,,,,,,,,,,,,,,,,,,,,,,,
-3.11194,-0.00707162,,,,,,,,,,,,,,,,,,,,,,,
-2.95404,-0.00739761,,,,,,,,,,,,,,,,,,,,,,,
-2.80403,-0.00774489,,,,,,,,,,,,,,,,,,,,,,,
-2.66152,-0.00806732,,,,,,,,,,,,,,,,,,,,,,,
-2.52613,-0.0083862,,,,,,,,,,,,,,,,,,,,,,,
-2.39752,-0.00869458,,,,,,,,,,,,,,,,,,,,,,,
-2.27533,-0.00899675,,,,,,,,,,,,,,,,,,,,,,,
-2.15926,-0.0092919,,,,,,,,,,,,,,,,,,,,,,,
-2.04899,-0.009581,,,,,,,,,,,,,,,,,,,,,,,
-1.94423,-0.00986387,,,,,,,,,,,,,,,,,,,,,,,
-1.84471,-0.0101404,,,,,,,,,,,,,,,,,,,,,,,
-1.75017,-0.0104103,,,,,,,,,,,,,,,,,,,,,,,
-1.66035,-0.0106727,,,,,,,,,,,,,,,,,,,,,,,
-1.57503,-0.0109268,,,,,,,,,,,,,,,,,,,,,,,
-1.49397,-0.0111715,,,,,,,,,,,,,,,,,,,,,,,
-1.41696,-0.0114054,,,,,,,,,,,,,,,,,,,,,,,
-1.3438,-0.0116269,,,,,,,,,,,,,,,,,,,,,,,
-1.27431,-0.0118341,,,,,,,,,,,,,,,,,,,,,,,
-1.20828,-0.0120252,,,,,,,,,,,,,,,,,,,,,,,
-1.14556,-0.0121977,,,,,,,,,,,,,,,,,,,,,,,
-1.08597,-0.0123493,,,,,,,,,,,,,,,,,,,,,,,
-1.02937,-0.0124773,,,,,,,,,,,,,,,,,,,,,,,
-0.97559,-0.0125788,,,,,,,,,,,,,,,,,,,,,,,
-0.924503,-0.0126507,,,,,,,,,,,,,,,,,,,,,,,
-0.875969,-0.0126898,,,,,,,,,,,,,,,,,,,,,,,
-0.829863,-0.0126928,,,,,,,,,,,,,,,,,,,,,,,
-0.786062,-0.0126559,,,,,,,,,,,,,,,,,,,,,,,
-0.74445,-0.0125756,,,,,,,,,,,,,,,,,,,,,,,
-0.70492,-0.0124479,,,,,,,,,,,,,,,,,,,,,,,
-0.667366,-0.0122689,,,,,,,,,,,,,,,,,,,,,,,
-0.631689,-0.0120345,,,,,,,,,,,,,,,,,,,,,,,
-0.597797,-0.0117406,,,,,,,,,,,,,,,,,,,,,,,
-0.565599,-0.0113829,,,,,,,,,,,,,,,,,,,,,,,
-0.535011,-0.0109572,,,,,,,,,,,,,,,,,,,,,,,
-0.505952,-0.0104593,,,,,,,,,,,,,,,,,,,,,,,
-0.478346,-0.00988495,,,,,,,,,,,,,,,,,,,,,,,
-0.452121,-0.00922994,,,,,,,,,,,,,,,,,,,,,,,
-0.427207,-0.00849017,,,,,,,,,,,,,,,,,,,,,,,
-0.403538,-0.00766165,,,,,,,,,,,,,,,,,,,,,,,
-0.381053,-0.00674053,,,,,,,,,,,,,,,,,,,,,,,
-0.359692,-0.00572315,,,,,,,,,,,,,,,,,,,,,,,
-0.3394,-0.00460608,,,,,,,,,,,,,,,,,,,,,,,
-0.320122,-0.00338618,,,,,,,,,,,,,,,,,,,,,,,
-0.301807,-0.00206061,,,,,,,,,,,,,,,,,,,,,,,
-0.284409,-0.000626934,,,,,,,,,,,,,,,,,,,,,,,
-0.26788,0.000916825,,,,,,,,,,,,,,,,,,,,,,,
-0.252178,0.00257213,,,,,,,,,,,,,,,,,,,,,,,
-0.237261,0.00433984,,,,,,,,,,,,,,,,,,,,,,,
-0.22309,0.0062201,,,,,,,,,,,,,,,,,,,,,,,
-0.209627,0.00821222,,,,,,,,,,,,,,,,,,,,,,,
-0.196838,0.0103146,,,,,,,,,,,,,,,,,,,,,,,
-0.184688,0.0125245,,,,,,,,,,,,,,,,,,,,,,,
-0.173145,0.0148379,,,,,,,,,,,,,,,,,,,,,,,
-0.16218,0.0172492,,,,,,,,,,,,,,,,,,,,,,,
-0.151763,0.0197512,,,,,,,,,,,,,,,,,,,,,,,
-0.141867,0.0223344,,,,,,,,,,,,,,,,,,,,,,,
-0.132465,0.024987,,,,,,,,,,,,,,,,,,,,,,,
-0.123534,0.027694,,,,,,,,,,,,,,,,,,,,,,,
-0.115049,0.030437,,,,,,,,,,,,,,,,,,,,,,,
-0.106988,0.0331935,,,,,,,,,,,,,,,,,,,,,,,
-0.0993308,0.0359355,,,,,,,,,,,,,,,,,,,,,,,
-0.0920561,0.0386291,,,,,,,,,,,,,,,,,,,,,,,
-0.0851452,0.0412327,,,,,,,,,,,,,,,,,,,,,,,
-0.0785798,0.0436954,,,,,,,,,,,,,,,,,,,,,,,
-0.0723427,0.0459547,,,,,,,,,,,,,,,,,,,,,,,
-0.0664174,0.0479346,,,,,,,,,,,,,,,,,,,,,,,
-0.0607884,0.0495403,,,,,,,,,,,,,,,,,,,,,,,
-0.0554409,0.0506574,,,,,,,,,,,,,,,,,,,,,,,
-0.0503607,0.05114,,,,,,,,,,,,,,,,,,,,,,,
-0.0455346,0.050815,,,,,,,,,,,,,,,,,,,,,,,
-0.0409497,0.0494522,,,,,,,,,,,,,,,,,,,,,,,
-0.0365941,0.0467905,,,,,,,,,,,,,,,,,,,,,,,
-0.0324563,0.0424541,,,,,,,,,,,,,,,,,,,,,,,
-0.0285253,0.0360584,,,,,,,,,,,,,,,,,,,,,,,
-0.024791,0.0269582,,,,,,,,,,,,,,,,,,,,,,,
-0.0212433,0.0146311,,,,,,,,,,,,,,,,,,,,,,,
-0.017873,-0.00211034,,,,,,,,,,,,,,,,,,,,,,,
-0.0146712,-0.0237974,,,,,,,,,,,,,,,,,,,,,,,
-0.0116295,-0.0528175,,,,,,,,,,,,,,,,,,,,,,,
-0.00873995,-0.0889982,,,,,,,,,,,,,,,,,,,,,,,
-0.00599483,-0.137768,,,,,,,,,,,,,,,,,,,,,,,
-0.00338696,-0.195182,,,,,,,,,,,,,,,,,,,,,,,
-0.000909491,-0.274422,,,,,,,,,,,,,,,,,,,,,,,
0.00144411,-0.357478,,,,,,,,,,,,,,,,,,,,,,,
0.00368002,-0.487508,,,,,,,,,,,,,,,,,,,,,,,
0.00580414,-0.601143,,,,,,,,,,,,,,,,,,,,,,,
0.00782206,-0.808368,,,,,,,,,,,,,,,,,,,,,,,
0.00973908,-0.801584,,,,,,,,,,,,,,,,,,,,,,,
-3.00207,-0.00809535,,,,,,,,,,,,,,,,,,,,,,,
-2.84966,-0.00844693,,,,,,,,,,,,,,,,,,,,,,,
-2.70487,-0.00882619,,,,,,,,,,,,,,,,,,,,,,,
-2.56732,-0.00918076,,,,,,,,,,,,,,,,,,,,,,,
-2.43665,-0.00953542,,,,,,,,,,,,,,,,,,,,,,,
-2.31252,-0.00988185,,,,,,,,,,,,,,,,,,,,,,,
-2.19459,-0.0102253,,,,,,,,,,,,,,,,,,,,,,,
-2.08255,-0.0105647,,,,,,,,,,,,,,,,,,,,,,,
-1.97612,-0.0109015,,,,,,,,,,,,,,,,,,,,,,,
-1.87501,-0.0112354,,,,,,,,,,,,,,,,,,,,,,,
-1.77896,-0.0115667,,,,,,,,,,,,,,,,,,,,,,,
-1.6877,-0.0118949,,,,,,,,,,,,,,,,,,,,,,,
-1.60102,-0.0122196,,,,,,,,,,,,,,,,,,,,,,,
-1.51866,-0.0125399,,,,,,,,,,,,,,,,,,,,,,,
-1.44042,-0.0128549,,,,,,,,,,,,,,,,,,,,,,,
-1.3661,-0.0131633,,,,,,,,,,,,,,,,,,,,,,,
-1.29549,-0.0134636,,,,,,,,,,,,,,,,,,,,,,,
-1.22841,-0.0137542,,,,,,,,,,,,,,,,,,,,,,,
-1.16469,-0.014033,,,,,,,,,,,,,,,,,,,,,,,
-1.10415,-0.014298,,,,,,,,,,,,,,,,,,,,,,,
-1.04664,-0.0145467,,,,,,,,,,,,,,,,,,,,,,,
-0.992,-0.0147767,,,,,,,,,,,,,,,,,,,,,,,
-0.940096,-0.014985,,,,,,,,,,,,,,,,,,,,,,,
-0.890787,-0.0151689,,,,,,,,,,,,,,,,,,,,,,,
-0.843944,-0.015325,,,,,,,,,,,,,,,,,,,,,,,
-0.799442,-0.0154502,,,,,,,,,,,,,,,,,,,,,,,
-0.757166,-0.0155409,,,,,,,,,,,,,,,,,,,,,,,
-0.717004,-0.0155935,,,,,,,,,,,,,,,,,,,,,,,
-0.678849,-0.0156043,,,,,,,,,,,,,,,,,,,,,,,
-0.642603,-0.0155694,,,,,,,,,,,,,,,,,,,,,,,
-0.608168,-0.0154848,,,,,,,,,,,,,,,,,,,,,,,
-0.575456,-0.0153466,,,,,,,,,,,,,,,,,,,,,,,
-0.544379,-0.0151507,,,,,,,,,,,,,,,,,,,,,,,
-0.514856,-0.0148931,,,,,,,,,,,,,,,,,,,,,,,
-0.486809,-0.0145696,,,,,,,,,,,,,,,,,,,,,,,
-0.460164,-0.0141763,,,,,,,,,,,,,,,,,,,,,,,
-0.434852,-0.0137092,,,,,,,,,,,,,,,,,,,,,,,
-0.410805,-0.0131645,,,,,,,,,,,,,,,,,,,,,,,
-0.387961,-0.0125385,,,,,,,,,,,,,,,,,,,,,,,
-0.366259,-0.0118277,,,,,,,,,,,,,,,,,,,,,,,
-0.345642,-0.011029,,,,,,,,,,,,,,,,,,,,,,,
-0.326056,-0.0101392,,,,,,,,,,,,,,,,,,,,,,,
-0.307449,-0.00915571,,,,,,,,,,,,,,,,,,,,,,,
-0.289772,-0.00807637,,,,,,,,,,,,,,,,,,,,,,,
-0.272979,-0.00689936,,,,,,,,,,,,,,,,,,,,,,,
-0.257026,-0.00562342,,,,,,,,,,,,,,,,,,,,,,,
-0.241871,-0.00424791,,,,,,,,,,,,,,,,,,,,,,,
-0.227473,-0.00277291,,,,,,,,,,,,,,,,,,,,,,,
-0.213795,-0.00119931,,,,,,,,,,,,,,,,,,,,,,,
-0.200801,0.00047106,,,,,,,,,,,,,,,,,,,,,,,
-0.188457,0.00223526,,,,,,,,,,,,,,,,,,,,,,,
-0.17673,0.00408909,,,,,,,,,,,,,,,,,,,,,,,
-0.16559,0.00602689,,,,,,,,,,,,,,,,,,,,,,,
-0.155006,0.00804126,,,,,,,,,,,,,,,,,,,,,,,
-0.144952,0.0101228,,,,,,,,,,,,,,,,,,,,,,,
-0.1354,0.0122598,,,,,,,,,,,,,,,,,,,,,,,
-0.126326,0.0144377,,,,,,,,,,,,,,,,,,,,,,,
-0.117705,0.0166387,,,,,,,,,,,,,,,,,,,,,,,
-0.109516,0.018841,,,,,,,,,,,,,,,,,,,,,,,
-0.101736,0.0210181,,,,,,,,,,,,,,,,,,,,,,,
-0.0943452,0.0231379,,,,,,,,,,,,,,,,,,,,,,,
-0.0873238,0.0251617,,,,,,,,,,,,,,,,,,,,,,,
-0.0806535,0.0270421,,,,,,,,,,,,,,,,,,,,,,,
-0.0743167,0.0287223,,,,,,,,,,,,,,,,,,,,,,,
-0.0682967,0.0301324,,,,,,,,,,,,,,,,,,,,,,,
-0.0625778,0.0311886,,,,,,,,,,,,,,,,,,,,,,,
-0.0571448,0.0317869,,,,,,,,,,,,,,,,,,,,,,,
-0.0519834,0.031803,,,,,,,,,,,,,,,,,,,,,,,
-0.0470801,0.0310795,,,,,,,,,,,,,,,,,,,,,,,
-0.042422,0.0294314,,,,,,,,,,,,,,,,,,,,,,,
-0.0379968,0.0266148,,,,,,,,,,,,,,,,,,,,,,,
-0.0337928,0.0223562,,,,,,,,,,,,,,,,,,,,,,,
-0.029799,0.0162649,,,,,,,,,,,,,,,,,,,,,,,
-0.026005,0.00794786,,,,,,,,,,,,,,,,,,,,,,,
-0.0224006,-0.00324984,,,,,,,,,,,,,,,,,,,,,,,
-0.0189764,-0.0178442,,,,,,,,,,,,,,,,,,,,,,,
-0.0157235,-0.0370088,,,,,,,,,,,,,,,,,,,,,,,
-0.0126332,-0.0612257,,,,,,,,,,,,,,,,,,,,,,,
-0.00969742,-0.0927975,,,,,,,,,,,,,,,,,,,,,,,
-0.00690843,-0.131424,,,,,,,,,,,,,,,,,,,,,,,
-0.00425889,-0.182232,,,,,,,,,,,,,,,,,,,,,,,
-0.00174182,-0.240968,,,,,,,,,,,,,,,,,,,,,,,
0.00064939,-0.319971,,,,,,,,,,,,,,,,,,,,,,,
0.00292104,-0.40151,,,,,,,,,,,,,,,,,,,,,,,
0.00507911,-0.526852,,,,,,,,,,,,,,,,,,,,,,,
0.00712928,-0.632972,,,,,,,,,,,,,,,,,,,,,,,
0.00907693,-0.815477,,,,,,,,,,,,,,,,,,,,,,,
0.0109272,-0.802752,,,,,,,,,,,,,,,,,,,,,,,
-2.88613,-0.00913715,,,,,,,,,,,,,,,,,,,,,,,
-2.73952,-0.00951254,,,,,,,,,,,,,,,,,,,,,,,
-2.60025,-0.00992285,,,,,,,,,,,,,,,,,,,,,,,
-2.46794,-0.0103086,,,,,,,,,,,,,,,,,,,,,,,
-2.34225,-0.0106986,,,,,,,,,,,,,,,,,,,,,,,
-2.22284,-0.0110828,,,,,,,,,,,,,,,,,,,,,,,
-2.1094,-0.0114675,,,,,,,,,,,,,,,,,,,,,,,
-2.00163,-0.0118515,,,,,,,,,,,,,,,,,,,,,,,
-1.89925,-0.0122364,,,,,,,,,,,,,,,,,,,,,,,
-1.802,-0.0126221,,,,,,,,,,,,,,,,,,,,,,,
-1.7096,-0.0130091,,,,,,,,,,,,,,,,,,,,,,,
-1.62182,-0.0133969,,,,,,,,,,,,,,,,,,,,,,,
-1.53843,-0.0137853,,,,,,,,,,,,,,,,,,,,,,,
-1.45922,-0.0141735,,,,,,,,,,,,,,,,,,,,,,,
-1.38396,-0.0145608,,,,,,,,,,,,,,,,,,,,,,,
-1.31246,-0.0149459,,,,,,,,,,,,,,,,,,,,,,,
-1.24454,-0.0153274,,,,,,,,,,,,,,,,,,,,,,,
-1.18002,-0.0157039,,,,,,,,,,,,,,,,,,,,,,,
-1.11872,-0.0160734,,,,,,,,,,,,,,,,,,,,,,,
-1.06049,-0.016434,,,,,,,,,,,,,,,,,,,,,,,
-1.00517,-0.0167832,,,,,,,,,,,,,,,,,,,,,,,
-0.952613,-0.0171188,,,,,,,,,,,,,,,,,,,,,,,
-0.902685,-0.0174379,,,,,,,,,,,,,,,,,,,,,,,
-0.855254,-0.0177377,,,,,,,,,,,,,,,,,,,,,,,
-0.810195,-0.0180153,,,,,,,,,,,,,,,,,,,,,,,
-0.767388,-0.0182672,,,,,,,,,,,,,,,,,,,,,,,
-0.726722,-0.0184903,,,,,,,,,,,,,,,,,,,,,,,
-0.688089,-0.0186808,,,,,,,,,,,,,,,,,,,,,,,
-0.651388,-0.0188353,,,,,,,,,,,,,,,,,,,,,,,
-0.616522,-0.01895,,,,,,,,,,,,,,,,,,,,,,,
-0.583399,-0.019021,,,,,,,,,,,,,,,,,,,,,,,
-0.551932,-0.0190445,,,,,,,,,,,,,,,,,,,,,,,
-0.522039,-0.0190166,,,,,,,,,,,,,,,,,,,,,,,
-0.49364,-0.0189333,,,,,,,,,,,,,,,,,,,,,,,
-0.466661,-0.0187909,,,,,,,,,,,,,,,,,,,,,,,
-0.441032,-0.0185855,,,,,,,,,,,,,,,,,,,,,,,
-0.416683,-0.0183133,,,,,,,,,,,,,,,,,,,,,,,
-0.393552,-0.017971,,,,,,,,,,,,,,,,,,,,,,,
-0.371578,-0.017555,,,,,,,,,,,,,,,,,,,,,,,
-0.350702,-0.0170624,,,,,,,,,,,,,,,,,,,,,,,
-0.33087,-0.0164901,,,,,,,,,,,,,,,,,,,,,,,
-0.31203,-0.0158358,,,,,,,,,,,,,,,,,,,,,,,
-0.294132,-0.0150972,,,,,,,,,,,,,,,,,,,,,,,
-0.277128,-0.0142728,,,,,,,,,,,,,,,,,,,,,,,
-0.260975,-0.0133614,,,,,,,,,,,,,,,,,,,,,,,
-0.24563,-0.0123626,,,,,,,,,,,,,,,,,,,,,,,
-0.231052,-0.0112764,,,,,,,,,,,,,,,,,,,,,,,
-0.217202,-0.010104,,,,,,,,,,,,,,,,,,,,,,,
-0.204045,-0.00884721,,,,,,,,,,,,,,,,,,,,,,,
-0.191546,-0.00750915,,,,,,,,,,,,,,,,,,,,,,,
-0.179672,-0.00609404,,,,,,,,,,,,,,,,,,,,,,,
-0.168392,-0.00460756,,,,,,,,,,,,,,,,,,,,,,,
-0.157675,-0.00305704,,,,,,,,,,,,,,,,,,,,,,,
-0.147495,-0.00145172,,,,,,,,,,,,,,,,,,,,,,,
-0.137823,0.000196933,,,,,,,,,,,,,,,,,,,,,,,
-0.128635,0.00187483,,,,,,,,,,,,,,,,,,,,,,,
-0.119907,0.00356482,,,,,,,,,,,,,,,,,,,,,,,
-0.111615,0.00524614,,,,,,,,,,,,,,,,,,,,,,,
-0.103737,0.00689373,,,,,,,,,,,,,,,,,,,,,,,
-0.0962537,0.00847745,,,,,,,,,,,,,,,,,,,,,,,
-0.0891443,0.00996103,,,,,,,,,,,,,,,,,,,,,,,
-0.0823903,0.011301,,,,,,,,,,,,,,,,,,,,,,,
-0.075974,0.0124448,,,,,,,,,,,,,,,,,,,,,,,
-0.0698786,0.0133298,,,,,,,,,,,,,,,,,,,,,,,
-0.0640879,0.0138796,,,,,,,,,,,,,,,,,,,,,,,
-0.0585867,0.0140031,,,,,,,,,,,,,,,,,,,,,,,
-0.0533606,0.0135884,,,,,,,,,,,,,,,,,,,,,,,
-0.0483958,0.0125024,,,,,,,,,,,,,,,,,,,,,,,
-0.0436793,0.0105783,,,,,,,,,,,,,,,,,,,,,,,
-0.0391985,0.00762178,,,,,,,,,,,,,,,,,,,,,,,
-0.0349419,0.0033787,,,,,,,,,,,,,,,,,,,,,,,
-0.030898,-0.00243259,,,,,,,,,,,,,,,,,,,,,,,
-0.0270563,-0.0102107,,,,,,,,,,,,,,,,,,,,,,,
-0.0234068,-0.02035,,,,,,,,,,,,,,,,,,,,,,,
-0.0199397,-0.0335035,,,,,,,,,,,,,,,,,,,,,,,
-0.0166459,-0.0501683,,,,,,,,,,,,,,,,,,,,,,,
-0.0135169,-0.0714852,,,,,,,,,,,,,,,,,,,,,,,
-0.0105443,-0.0978721,,,,,,,,,,,,,,,,,,,,,,,
-0.00772028,-0.131521,,,,,,,,,,,,,,,,,,,,,,,
-0.00503751,-0.171983,,,,,,,,,,,,,,,,,,,,,,,
-0.00248887,-0.224052,,,,,,,,,,,,,,,,,,,,,,,
-6.77E-05,-0.283236,,,,,,,,,,,,,,,,,,,,,,,
0.00223248,-0.361261,,,,,,,,,,,,,,,,,,,,,,,
0.00441762,-0.440679,,,,,,,,,,,,,,,,,,,,,,,
0.0064935,-0.560419,,,,,,,,,,,,,,,,,,,,,,,
0.00846558,-0.657059,,,,,,,,,,,,,,,,,,,,,,,
0.0103391,-0.821993,,,,,,,,,,,,,,,,,,,,,,,
0.0121189,-0.801437,,,,,,,,,,,,,,,,,,,,,,,
-2.76436,-0.0101955,,,,,,,,,,,,,,,,,,,,,,,
-2.62385,-0.0105925,,,,,,,,,,,,,,,,,,,,,,,
-2.49037,-0.0110328,,,,,,,,,,,,,,,,,,,,,,,
-2.36357,-0.0114486,,,,,,,,,,,,,,,,,,,,,,,
-2.2431,-0.0118733,,,,,,,,,,,,,,,,,,,,,,,
-2.12866,-0.0122949,,,,,,,,,,,,,,,,,,,,,,,
-2.01994,-0.0127209,,,,,,,,,,,,,,,,,,,,,,,
-1.91666,-0.0131496,,,,,,,,,,,,,,,,,,,,,,,
-1.81854,-0.0135832,,,,,,,,,,,,,,,,,,,,,,,
-1.72533,-0.0140216,,,,,,,,,,,,,,,,,,,,,,,
-1.63678,-0.0144651,,,,,,,,,,,,,,,,,,,,,,,
-1.55265,-0.0149138,,,,,,,,,,,,,,,,,,,,,,,
-1.47273,-0.0153674,,,,,,,,,,,,,,,,,,,,,,,
-1.39681,-0.0158253,,,,,,,,,,,,,,,,,,,,,,,
-1.32468,-0.0162868,,,,,,,,,,,,,,,,,,,,,,,
-1.25616,-0.0167508,,,,,,,,,,,,,,,,,,,,,,,
-1.19107,-0.0172161,,,,,,,,,,,,,,,,,,,,,,,
-1.12923,-0.0176812,,,,,,,,,,,,,,,,,,,,,,,
-1.07048,-0.0181443,,,,,,,,,,,,,,,,,,,,,,,
-1.01467,-0.0186036,,,,,,,,,,,,,,,,,,,,,,,
-0.961651,-0.0190569,,,,,,,,,,,,,,,,,,,,,,,
-0.911282,-0.0195017,,,,,,,,,,,,,,,,,,,,,,,
-0.863432,-0.0199355,,,,,,,,,,,,,,,,,,,,,,,
-0.817974,-0.0203555,,,,,,,,,,,,,,,,,,,,,,,
-0.774789,-0.0207588,,,,,,,,,,,,,,,,,,,,,,,
-0.733764,-0.0211422,,,,,,,,,,,,,,,,,,,,,,,
-0.694789,-0.0215025,,,,,,,,,,,,,,,,,,,,,,,
-0.657764,-0.0218362,,,,,,,,,,,,,,,,,,,,,,,
-0.622589,-0.0221397,,,,,,,,,,,,,,,,,,,,,,,
-0.589174,-0.0224096,,,,,,,,,,,,,,,,,,,,,,,
-0.557429,-0.0226419,,,,,,,,,,,,,,,,,,,,,,,
-0.527271,-0.0228331,,,,,,,,,,,,,,,,,,,,,,,
-0.498621,-0.0229792,,,,,,,,,,,,,,,,,,,,,,,
-0.471404,-0.0230767,,,,,,,,,,,,,,,,,,,,,,,
-0.445548,-0.0231218,,,,,,,,,,,,,,,,,,,,,,,
-0.420984,-0.023111,,,,,,,,,,,,,,,,,,,,,,,
-0.397649,-0.0230407,,,,,,,,,,,,,,,,,,,,,,,
-0.37548,-0.0229077,,,,,,,,,,,,,,,,,,,,,,,
-0.35442,-0.022709,,,,,,,,,,,,,,,,,,,,,,,
-0.334413,-0.0224417,,,,,,,,,,,,,,,,,,,,,,,
-0.315406,-0.0221034,,,,,,,,,,,,,,,,,,,,,,,
-0.29735,-0.0216921,,,,,,,,,,,,,,,,,,,,,,,
-0.280196,-0.0212062,,,,,,,,,,,,,,,,,,,,,,,
-0.2639,-0.0206445,,,,,,,,,,,,,,,,,,,,,,,
-0.248419,-0.0200067,,,,,,,,,,,,,,,,,,,,,,,
-0.233712,-0.019293,,,,,,,,,,,,,,,,,,,,,,,
-0.21974,-0.0185044,,,,,,,,,,,,,,,,,,,,,,,
-0.206467,-0.0176428,,,,,,,,,,,,,,,,,,,,,,,
-0.193857,-0.0167113,,,,,,,,,,,,,,,,,,,,,,,
-0.181878,-0.015714,,,,,,,,,,,,,,,,,,,,,,,
-0.170498,-0.0146564,,,,,,,,,,,,,,,,,,,,,,,
-0.159687,-0.0135459,,,,,,,,,,,,,,,,,,,,,,,
-0.149417,-0.0123912,,,,,,,,,,,,,,,,,,,,,,,
-0.13966,-0.0112034,,,,,,,,,,,,,,,,,,,,,,,
