Points_0,Pressure_Coefficient,,,,,,,,,,,,,,,,,,,,,,,
0.17804,-0.0227574,,,,,,,,,,,,,,,,,,,,,,,
0.197411,-0.0467795,,,,,,,,,,,,,,,,,,,,,,,
0.217643,-0.0695352,,,,,,,,,,,,,,,,,,,,,,,
0.238691,-0.0911767,,,,,,,,,,,,,,,,,,,,,,,
0.260508,-0.111778,,,,,,,,,,,,,,,,,,,,,,,
0.283046,-0.131208,,,,,,,,,,,,,,,,,,,,,,,
0.306256,-0.149057,,,,,,,,,,,,,,,,,,,,,,,
0.330085,-0.164469,,,,,,,,,,,,,,,,,,,,,,,
0.354476,-0.176286,,,,,,,,,,,,,,,,,,,,,,,
0.37937,-0.183432,,,,,,,,,,,,,,,,,,,,,,,
0.404699,-0.185208,,,,,,,,,,,,,,,,,,,,,,,
0.430399,-0.181381,,,,,,,,,,,,,,,,,,,,,,,
0.456405,-0.172263,,,,,,,,,,,,,,,,,,,,,,,
0.482654,-0.158595,,,,,,,,,,,,,,,,,,,,,,,
0.509089,-0.141382,,,,,,,,,,,,,,,,,,,,,,,
0.535655,-0.121741,,,,,,,,,,,,,,,,,,,,,,,
0.562299,-0.100766,,,,,,,,,,,,,,,,,,,,,,,
0.588967,-0.07927,,,,,,,,,,,,,,,,,,,,,,,
0.615603,-0.0578718,,,,,,,,,,,,,,,,,,,,,,,
0.64215,-0.0369717,,,,,,,,,,,,,,,,,,,,,,,
0.668551,-0.0168155,,,,,,,,,,,,,,,,,,,,,,,
0.694745,0.00225298,,,,,,,,,,,,,,,,,,,,,,,
0.720668,0.020011,,,,,,,,,,,,,,,,,,,,,,,
0.746252,0.0362589,,,,,,,,,,,,,,,,,,,,,,,
0.771424,0.0508467,,,,,,,,,,,,,,,,,,,,,,,
0.796105,0.0636315,,,,,,,,,,,,,,,,,,,,,,,
0.820209,0.0744473,,,,,,,,,,,,,,,,,,,,,,,
0.843639,0.0829018,,,,,,,,,,,,,,,,,,,,,,,
0.866292,0.0895402,,,,,,,,,,,,,,,,,,,,,,,
0.888057,0.0938469,,,,,,,,,,,,,,,,,,,,,,,
0.9088,0.0948245,,,,,,,,,,,,,,,,,,,,,,,
0.928375,0.0935453,,,,,,,,,,,,,,,,,,,,,,,
0.946605,0.0887483,,,,,,,,,,,,,,,,,,,,,,,
0.963277,0.0821263,,,,,,,,,,,,,,,,,,,,,,,
0.978112,0.0727984,,,,,,,,,,,,,,,,,,,,,,,
0.990693,0.0673857,,,,,,,,,,,,,,,,,,,,,,,
0.0228999,0.349744,,,,,,,,,,,,,,,,,,,,,,,
0.0300314,0.319472,,,,,,,,,,,,,,,,,,,,,,,
0.0381482,0.29096,,,,,,,,,,,,,,,,,,,,,,,
0.0473115,0.258015,,,,,,,,,,,,,,,,,,,,,,,
0.0575423,0.22461,,,,,,,,,,,,,,,,,,,,,,,
0.06885,0.1905,,,,,,,,,,,,,,,,,,,,,,,
0.0812387,0.156785,,,,,,,,,,,,,,,,,,,,,,,
0.0947018,0.123946,,,,,,,,,,,,,,,,,,,,,,,
0.109224,0.0923846,,,,,,,,,,,,,,,,,,,,,,,
0.124784,0.0623269,,,,,,,,,,,,,,,,,,,,,,,
0.141355,0.0338784,,,,,,,,,,,,,,,,,,,,,,,
0.158903,0.00703106,,,,,,,,,,,,,,,,,,,,,,,
0.177392,-0.0183031,,,,,,,,,,,,,,,,,,,,,,,
0.196782,-0.042254,,,,,,,,,,,,,,,,,,,,,,,
0.217032,-0.064923,,,,,,,,,,,,,,,,,,,,,,,
0.238096,-0.0864327,,,,,,,,,,,,,,,,,,,,,,,
0.259927,-0.106833,,,,,,,,,,,,,,,,,,,,,,,
0.282478,-0.125985,,,,,,,,,,,,,,,,,,,,,,,
0.3057,-0.143499,,,,,,,,,,,,,,,,,,,,,,,
0.329539,-0.158594,,,,,,,,,,,,,,,,,,,,,,,
0.35394,-0.170215,,,,,,,,,,,,,,,,,,,,,,,
0.378842,-0.177372,,,,,,,,,,,,,,,,,,,,,,,
0.404179,-0.1794,,,,,,,,,,,,,,,,,,,,,,,
0.429887,-0.176062,,,,,,,,,,,,,,,,,,,,,,,
0.455899,-0.167617,,,,,,,,,,,,,,,,,,,,,,,
0.482155,-0.154736,,,,,,,,,,,,,,,,,,,,,,,
0.508597,-0.138348,,,,,,,,,,,,,,,,,,,,,,,
0.53517,-0.119506,,,,,,,,,,,,,,,,,,,,,,,
0.56182,-0.0992548,,,,,,,,,,,,,,,,,,,,,,,
0.588495,-0.0783988,,,,,,,,,,,,,,,,,,,,,,,
0.615139,-0.0575552,,,,,,,,,,,,,,,,,,,,,,,
0.641694,-0.0371416,,,,,,,,,,,,,,,,,,,,,,,
0.668104,-0.0174214,,,,,,,,,,,,,,,,,,,,,,,
0.694309,0.0012702,,,,,,,,,,,,,,,,,,,,,,,
0.720243,0.0187081,,,,,,,,,,,,,,,,,,,,,,,
0.745839,0.0346911,,,,,,,,,,,,,,,,,,,,,,,
0.771025,0.0490629,,,,,,,,,,,,,,,,,,,,,,,
0.795722,0.0616703,,,,,,,,,,,,,,,,,,,,,,,
0.819843,0.0723568,,,,,,,,,,,,,,,,,,,,,,,
0.843293,0.0807431,,,,,,,,,,,,,,,,,,,,,,,
0.865969,0.0872659,,,,,,,,,,,,,,,,,,,,,,,
0.887759,0.0914984,,,,,,,,,,,,,,,,,,,,,,,
0.908531,0.092527,,,,,,,,,,,,,,,,,,,,,,,
0.928138,0.0913251,,,,,,,,,,,,,,,,,,,,,,,
0.946404,0.0868396,,,,,,,,,,,,,,,,,,,,,,,
0.963117,0.080712,,,,,,,,,,,,,,,,,,,,,,,
0.977999,0.0723324,,,,,,,,,,,,,,,,,,,,,,,
0.990632,0.0673797,,,,,,,,,,,,,,,,,,,,,,,
0.0217378,0.340266,,,,,,,,,,,,,,,,,,,,,,,
0.0289314,0.31287,,,,,,,,,,,,,,,,,,,,,,,
0.0371052,0.286473,,,,,,,,,,,,,,,,,,,,,,,
0.046321,0.255736,,,,,,,,,,,,,,,,,,,,,,,
0.0565997,0.224107,,,,,,,,,,,,,,,,,,,,,,,
0.0679514,0.191444,,,,,,,,,,,,,,,,,,,,,,,
0.0803804,0.158838,,,,,,,,,,,,,,,,,,,,,,,
0.0938802,0.126815,,,,,,,,,,,,,,,,,,,,,,,
0.108436,0.0958341,,,,,,,,,,,,,,,,,,,,,,,
0.124027,0.0661746,,,,,,,,,,,,,,,,,,,,,,,
0.140625,0.0379903,,,,,,,,,,,,,,,,,,,,,,,
0.158198,0.0113182,,,,,,,,,,,,,,,,,,,,,,,
0.17671,-0.0138887,,,,,,,,,,,,,,,,,,,,,,,
0.196121,-0.0377265,,,,,,,,,,,,,,,,,,,,,,,
0.216389,-0.0602745,,,,,,,,,,,,,,,,,,,,,,,
0.23747,-0.081626,,,,,,,,,,,,,,,,,,,,,,,
0.259316,-0.101807,,,,,,,,,,,,,,,,,,,,,,,
0.281881,-0.120675,,,,,,,,,,,,,,,,,,,,,,,
0.305114,-0.137856,,,,,,,,,,,,,,,,,,,,,,,
0.328965,-0.152639,,,,,,,,,,,,,,,,,,,,,,,
0.353376,-0.164069,,,,,,,,,,,,,,,,,,,,,,,
0.378286,-0.171233,,,,,,,,,,,,,,,,,,,,,,,
0.403632,-0.173507,,,,,,,,,,,,,,,,,,,,,,,
0.429347,-0.17065,,,,,,,,,,,,,,,,,,,,,,,
0.455367,-0.162873,,,,,,,,,,,,,,,,,,,,,,,
0.48163,-0.150778,,,,,,,,,,,,,,,,,,,,,,,
0.508079,-0.135221,,,,,,,,,,,,,,,,,,,,,,,
0.534659,-0.117188,,,,,,,,,,,,,,,,,,,,,,,
0.561316,-0.0976759,,,,,,,,,,,,,,,,,,,,,,,
0.587999,-0.0774733,,,,,,,,,,,,,,,,,,,,,,,
0.61465,-0.0571981,,,,,,,,,,,,,,,,,,,,,,,
0.641215,-0.0372824,,,,,,,,,,,,,,,,,,,,,,,
0.667634,-0.0180079,,,,,,,,,,,,,,,,,,,,,,,
0.693849,0.000293397,,,,,,,,,,,,,,,,,,,,,,,
0.719795,0.0173899,,,,,,,,,,,,,,,,,,,,,,,
0.745404,0.0330773,,,,,,,,,,,,,,,,,,,,,,,
0.770604,0.0471952,,,,,,,,,,,,,,,,,,,,,,,
0.795318,0.0595842,,,,,,,,,,,,,,,,,,,,,,,
0.819458,0.0701017,,,,,,,,,,,,,,,,,,,,,,,
0.842929,0.0783914,,,,,,,,,,,,,,,,,,,,,,,
0.865628,0.0847832,,,,,,,,,,,,,,,,,,,,,,,
0.887445,0.0889371,,,,,,,,,,,,,,,,,,,,,,,
0.908247,0.0900346,,,,,,,,,,,,,,,,,,,,,,,
0.927888,0.0889436,,,,,,,,,,,,,,,,,,,,,,,
0.946192,0.0848116,,,,,,,,,,,,,,,,,,,,,,,
0.962949,0.0792111,,,,,,,,,,,,,,,,,,,,,,,
0.977879,0.0717559,,,,,,,,,,,,,,,,,,,,,,,
0.990569,0.0672199,,,,,,,,,,,,,,,,,,,,,,,
0.0205144,0.33032,,,,,,,,,,,,,,,,,,,,,,,
0.0277735,0.305618,,,,,,,,,,,,,,,,,,,,,,,
0.0360074,0.281274,,,,,,,,,,,,,,,,,,,,,,,
0.0452783,0.252735,,,,,,,,,,,,,,,,,,,,,,,
0.0556075,0.222944,,,,,,,,,,,,,,,,,,,,,,,
0.0670056,0.191831,,,,,,,,,,,,,,,,,,,,,,,
0.0794768,0.16045,,,,,,,,,,,,,,,,,,,,,,,
0.0930153,0.129359,,,,,,,,,,,,,,,,,,,,,,,
0.107607,0.0990625,,,,,,,,,,,,,,,,,,,,,,,
0.123229,0.0698912,,,,,,,,,,,,,,,,,,,,,,,
0.139857,0.0420462,,,,,,,,,,,,,,,,,,,,,,,
0.157456,0.01561,,,,,,,,,,,,,,,,,,,,,,,
0.175992,-0.00942149,,,,,,,,,,,,,,,,,,,,,,,
0.195425,-0.033109,,,,,,,,,,,,,,,,,,,,,,,
0.215713,-0.0555071,,,,,,,,,,,,,,,,,,,,,,,
0.236811,-0.0766791,,,,,,,,,,,,,,,,,,,,,,,
0.258673,-0.0966289,,,,,,,,,,,,,,,,,,,,,,,
0.281252,-0.115206,,,,,,,,,,,,,,,,,,,,,,,
0.304498,-0.132059,,,,,,,,,,,,,,,,,,,,,,,
0.32836,-0.146537,,,,,,,,,,,,,,,,,,,,,,,
0.352782,-0.157778,,,,,,,,,,,,,,,,,,,,,,,
0.377702,-0.164949,,,,,,,,,,,,,,,,,,,,,,,
0.403056,-0.167463,,,,,,,,,,,,,,,,,,,,,,,
0.428779,-0.165077,,,,,,,,,,,,,,,,,,,,,,,
0.454807,-0.157964,,,,,,,,,,,,,,,,,,,,,,,
0.481078,-0.146655,,,,,,,,,,,,,,,,,,,,,,,
0.507534,-0.131939,,,,,,,,,,,,,,,,,,,,,,,
0.534121,-0.114731,,,,,,,,,,,,,,,,,,,,,,,
0.560786,-0.0959786,,,,,,,,,,,,,,,,,,,,,,,
0.587476,-0.0764521,,,,,,,,,,,,,,,,,,,,,,,
0.614136,-0.0567669,,,,,,,,,,,,,,,,,,,,,,,
0.64071,-0.0373684,,,,,,,,,,,,,,,,,,,,,,,
0.667139,-0.0185556,,,,,,,,,,,,,,,,,,,,,,,
0.693365,-0.000659301,,,,,,,,,,,,,,,,,,,,,,,
0.719323,0.0160817,,,,,,,,,,,,,,,,,,,,,,,
0.744946,0.0314578,,,,,,,,,,,,,,,,,,,,,,,
0.770162,0.0453029,,,,,,,,,,,,,,,,,,,,,,,
0.794893,0.0574502,,,,,,,,,,,,,,,,,,,,,,,
0.819053,0.0677684,,,,,,,,,,,,,,,,,,,,,,,
0.842546,0.0759315,,,,,,,,,,,,,,,,,,,,,,,
0.86527,0.0821741,,,,,,,,,,,,,,,,,,,,,,,
0.887115,0.0862366,,,,,,,,,,,,,,,,,,,,,,,
0.907948,0.0874058,,,,,,,,,,,,,,,,,,,,,,,
0.927625,0.0864476,,,,,,,,,,,,,,,,,,,,,,,
0.94597,0.0826958,,,,,,,,,,,,,,,,,,,,,,,
0.962772,0.0776377,,,,,,,,,,,,,,,,,,,,,,,
0.977754,0.0710664,,,,,,,,,,,,,,,,,,,,,,,
0.990501,0.0669226,,,,,,,,,,,,,,,,,,,,,,,
0.0192267,0.320002,,,,,,,,,,,,,,,,,,,,,,,
0.0265546,0.297787,,,,,,,,,,,,,,,,,,,,,,,
0.0348518,0.2754,,,,,,,,,,,,,,,,,,,,,,,
0.0441807,0.249005,,,,,,,,,,,,,,,,,,,,,,,
0.0545631,0.221072,,,,,,,,,,,,,,,,,,,,,,,
0.0660099,0.191576,,,,,,,,,,,,,,,,,,,,,,,
0.0785258,0.161513,,,,,,,,,,,,,,,,,,,,,,,
0.092105,0.131459,,,,,,,,,,,,,,,,,,,,,,,
0.106733,0.10195,,,,,,,,,,,,,,,,,,,,,,,
0.12239,0.0733601,,,,,,,,,,,,,,,,,,,,,,,
0.139048,0.0459363,,,,,,,,,,,,,,,,,,,,,,,
0.156675,0.0198058,,,,,,,,,,,,,,,,,,,,,,,
0.175237,-0.00499347,,,,,,,,,,,,,,,,,,,,,,,
0.194692,-0.0284851,,,,,,,,,,,,,,,,,,,,,,,
0.215001,-0.0506968,,,,,,,,,,,,,,,,,,,,,,,
0.236117,-0.0716627,,,,,,,,,,,,,,,,,,,,,,,
0.257996,-0.0913641,,,,,,,,,,,,,,,,,,,,,,,
0.28059,-0.109645,,,,,,,,,,,,,,,,,,,,,,,
0.30385,-0.126171,,,,,,,,,,,,,,,,,,,,,,,
0.327724,-0.140351,,,,,,,,,,,,,,,,,,,,,,,
0.352156,-0.151409,,,,,,,,,,,,,,,,,,,,,,,
0.377086,-0.158584,,,,,,,,,,,,,,,,,,,,,,,
0.40245,-0.16133,,,,,,,,,,,,,,,,,,,,,,,
0.428182,-0.159403,,,,,,,,,,,,,,,,,,,,,,,
0.454217,-0.152939,,,,,,,,,,,,,,,,,,,,,,,
0.480496,-0.14241,,,,,,,,,,,,,,,,,,,,,,,
0.50696,-0.128532,,,,,,,,,,,,,,,,,,,,,,,
0.533554,-0.112159,,,,,,,,,,,,,,,,,,,,,,,
0.560228,-0.0941803,,,,,,,,,,,,,,,,,,,,,,,
0.586926,-0.0753485,,,,,,,,,,,,,,,,,,,,,,,
0.613595,-0.0562729,,,,,,,,,,,,,,,,,,,,,,,
0.640178,-0.0374094,,,,,,,,,,,,,,,,,,,,,,,
0.666618,-0.0190727,,,,,,,,,,,,,,,,,,,,,,,
0.692856,-0.00159414,,,,,,,,,,,,,,,,,,,,,,,
0.718827,0.0147797,,,,,,,,,,,,,,,,,,,,,,,
0.744464,0.0298339,,,,,,,,,,,,,,,,,,,,,,,
0.769696,0.0433967,,,,,,,,,,,,,,,,,,,,,,,
0.794446,0.0552948,,,,,,,,,,,,,,,,,,,,,,,
0.818626,0.0654031,,,,,,,,,,,,,,,,,,,,,,,
0.842142,0.0734268,,,,,,,,,,,,,,,,,,,,,,,
0.864892,0.0795205,,,,,,,,,,,,,,,,,,,,,,,
0.886767,0.0834907,,,,,,,,,,,,,,,,,,,,,,,
0.907634,0.0847296,,,,,,,,,,,,,,,,,,,,,,,
0.927348,0.0839152,,,,,,,,,,,,,,,,,,,,,,,
0.945735,0.0805481,,,,,,,,,,,,,,,,,,,,,,,
0.962586,0.0760196,,,,,,,,,,,,,,,,,,,,,,,
0.977621,0.0702661,,,,,,,,,,,,,,,,,,,,,,,
0.990431,0.0665023,,,,,,,,,,,,,,,,,,,,,,,
0.0178711,0.309436,,,,,,,,,,,,,,,,,,,,,,,
0.0252716,0.289506,,,,,,,,,,,,,,,,,,,,,,,
0.0336353,0.268974,,,,,,,,,,,,,,,,,,,,,,,
0.0430253,0.244655,,,,,,,,,,,,,,,,,,,,,,,
0.0534638,0.218579,,,,,,,,,,,,,,,,,,,,,,,
0.0649618,0.190747,,,,,,,,,,,,,,,,,,,,,,,
0.0775246,0.162083,,,,,,,,,,,,,,,,,,,,,,,
0.0911467,0.133158,,,,,,,,,,,,,,,,,,,,,,,
0.105814,0.104532,,,,,,,,,,,,,,,,,,,,,,,
0.121506,0.0766143,,,,,,,,,,,,,,,,,,,,,,,
0.138197,0.0496919,,,,,,,,,,,,,,,,,,,,,,,
0.155854,0.0239356,,,,,,,,,,,,,,,,,,,,,,,
0.174441,-0.000574559,,,,,,,,,,,,,,,,,,,,,,,
0.193921,-0.0238247,,,,,,,,,,,,,,,,,,,,,,,
0.214251,-0.045814,,,,,,,,,,,,,,,,,,,,,,,
0.235387,-0.0665474,,,,,,,,,,,,,,,,,,,,,,,
0.257284,-0.085984,,,,,,,,,,,,,,,,,,,,,,,
0.279893,-0.103963,,,,,,,,,,,,,,,,,,,,,,,
0.303167,-0.120165,,,,,,,,,,,,,,,,,,,,,,,
0.327054,-0.134055,,,,,,,,,,,,,,,,,,,,,,,
0.351498,-0.144934,,,,,,,,,,,,,,,,,,,,,,,
0.376439,-0.152112,,,,,,,,,,,,,,,,,,,,,,,
0.401812,-0.155082,,,,,,,,,,,,,,,,,,,,,,,
0.427553,-0.153603,,,,,,,,,,,,,,,,,,,,,,,
0.453597,-0.147778,,,,,,,,,,,,,,,,,,,,,,,
0.479883,-0.13802,,,,,,,,,,,,,,,,,,,,,,,
0.506355,-0.12498,,,,,,,,,,,,,,,,,,,,,,,
0.532958,-0.109447,,,,,,,,,,,,,,,,,,,,,,,
0.55964,-0.0922591,,,,,,,,,,,,,,,,,,,,,,,
0.586347,-0.0741421,,,,,,,,,,,,,,,,,,,,,,,
0.613026,-0.0556979,,,,,,,,,,,,,,,,,,,,,,,
0.639619,-0.03739,,,,,,,,,,,,,,,,,,,,,,,
0.66607,-0.0195471,,,,,,,,,,,,,,,,,,,,,,,
0.69232,-0.00250154,,,,,,,,,,,,,,,,,,,,,,,
0.718304,0.0134927,,,,,,,,,,,,,,,,,,,,,,,
0.743957,0.0282145,,,,,,,,,,,,,,,,,,,,,,,
0.769206,0.0414867,,,,,,,,,,,,,,,,,,,,,,,
0.793975,0.0531304,,,,,,,,,,,,,,,,,,,,,,,
0.818177,0.0630228,,,,,,,,,,,,,,,,,,,,,,,
0.841717,0.0708985,,,,,,,,,,,,,,,,,,,,,,,
0.864495,0.0768502,,,,,,,,,,,,,,,,,,,,,,,
0.886401,0.0807365,,,,,,,,,,,,,,,,,,,,,,,
0.907303,0.0820476,,,,,,,,,,,,,,,,,,,,,,,
0.927057,0.081389,,,,,,,,,,,,,,,,,,,,,,,
0.945489,0.0784055,,,,,,,,,,,,,,,,,,,,,,,
0.962389,0.0743857,,,,,,,,,,,,,,,,,,,,,,,
0.977482,0.0693779,,,,,,,,,,,,,,,,,,,,,,,
0.990356,0.0659942,,,,,,,,,,,,,,,,,,,,,,,
0.0164443,0.298708,,,,,,,,,,,,,,,,,,,,,,,
0.0239211,0.280858,,,,,,,,,,,,,,,,,,,,,,,
0.0323548,0.262064,,,,,,,,,,,,,,,,,,,,,,,
0.0418091,0.239728,,,,,,,,,,,,,,,,,,,,,,,
0.0523066,0.215478,,,,,,,,,,,,,,,,,,,,,,,
0.0638586,0.189331,,,,,,,,,,,,,,,,,,,,,,,
0.0764708,0.162119,,,,,,,,,,,,,,,,,,,,,,,
0.090138,0.134404,,,,,,,,,,,,,,,,,,,,,,,
0.104847,0.106749,,,,,,,,,,,,,,,,,,,,,,,
0.120576,0.0795899,,,,,,,,,,,,,,,,,,,,,,,
0.137301,0.0532503,,,,,,,,,,,,,,,,,,,,,,,
0.154988,0.0279404,,,,,,,,,,,,,,,,,,,,,,,
0.173604,0.00378061,,,,,,,,,,,,,,,,,,,,,,,
0.193109,-0.0191776,,,,,,,,,,,,,,,,,,,,,,,
0.213462,-0.0409038,,,,,,,,,,,,,,,,,,,,,,,
0.234618,-0.0613744,,,,,,,,,,,,,,,,,,,,,,,
0.256533,-0.0805269,,,,,,,,,,,,,,,,,,,,,,,
0.27916,-0.098195,,,,,,,,,,,,,,,,,,,,,,,
0.302448,-0.114075,,,,,,,,,,,,,,,,,,,,,,,
0.326349,-0.12768,,,,,,,,,,,,,,,,,,,,,,,
0.350805,-0.138385,,,,,,,,,,,,,,,,,,,,,,,
0.375757,-0.145566,,,,,,,,,,,,,,,,,,,,,,,
0.40114,-0.14875,,,,,,,,,,,,,,,,,,,,,,,
0.42689,-0.147707,,,,,,,,,,,,,,,,,,,,,,,
0.452944,-0.142506,,,,,,,,,,,,,,,,,,,,,,,
0.479239,-0.133508,,,,,,,,,,,,,,,,,,,,,,,
0.505719,-0.121302,,,,,,,,,,,,,,,,,,,,,,,
0.532331,-0.106612,,,,,,,,,,,,,,,,,,,,,,,
0.559021,-0.0902245,,,,,,,,,,,,,,,,,,,,,,,
0.585738,-0.0728389,,,,,,,,,,,,,,,,,,,,,,,
0.612426,-0.0550458,,,,,,,,,,,,,,,,,,,,,,,
0.63903,-0.0373131,,,,,,,,,,,,,,,,,,,,,,,
0.665493,-0.0199815,,,,,,,,,,,,,,,,,,,,,,,
0.691755,-0.00338447,,,,,,,,,,,,,,,,,,,,,,,
0.717754,0.0122173,,,,,,,,,,,,,,,,,,,,,,,
0.743423,0.0265967,,,,,,,,,,,,,,,,,,,,,,,
0.76869,0.0395714,,,,,,,,,,,,,,,,,,,,,,,
0.793479,0.0509582,,,,,,,,,,,,,,,,,,,,,,,
0.817704,0.0606335,,,,,,,,,,,,,,,,,,,,,,,
0.84127,0.068358,,,,,,,,,,,,,,,,,,,,,,,
0.864077,0.0741782,,,,,,,,,,,,,,,,,,,,,,,
0.886016,0.0779937,,,,,,,,,,,,,,,,,,,,,,,
0.906955,0.0793828,,,,,,,,,,,,,,,,,,,,,,,
0.92675,0.0788927,,,,,,,,,,,,,,,,,,,,,,,
0.945229,0.0762892,,,,,,,,,,,,,,,,,,,,,,,
0.962183,0.0727539,,,,,,,,,,,,,,,,,,,,,,,
0.977336,0.0684177,,,,,,,,,,,,,,,,,,,,,,,
0.990278,0.0654086,,,,,,,,,,,,,,,,,,,,,,,
0.0149423,0.287904,,,,,,,,,,,,,,,,,,,,,,,
0.0224994,0.27194,,,,,,,,,,,,,,,,,,,,,,,
0.031007,0.254766,,,,,,,,,,,,,,,,,,,,,,,
0.040529,0.23431,,,,,,,,,,,,,,,,,,,,,,,
0.0510884,0.211839,,,,,,,,,,,,,,,,,,,,,,,
0.0626973,0.187376,,,,,,,,,,,,,,,,,,,,,,,
0.0753615,0.161657,,,,,,,,,,,,,,,,,,,,,,,
0.0890762,0.135216,,,,,,,,,,,,,,,,,,,,,,,
0.103828,0.108609,,,,,,,,,,,,,,,,,,,,,,,
0.119597,0.082291,,,,,,,,,,,,,,,,,,,,,,,
0.136358,0.0566126,,,,,,,,,,,,,,,,,,,,,,,
0.154078,0.0318203,,,,,,,,,,,,,,,,,,,,,,,
0.172723,0.00807263,,,,,,,,,,,,,,,,,,,,,,,
0.192254,-0.0145423,,,,,,,,,,,,,,,,,,,,,,,
0.212631,-0.035964,,,,,,,,,,,,,,,,,,,,,,,
0.233809,-0.0561406,,,,,,,,,,,,,,,,,,,,,,,
0.255744,-0.0749888,,,,,,,,,,,,,,,,,,,,,,,
0.278387,-0.0923367,,,,,,,,,,,,,,,,,,,,,,,
0.301692,-0.107895,,,,,,,,,,,,,,,,,,,,,,,
0.325606,-0.121221,,,,,,,,,,,,,,,,,,,,,,,
0.350075,-0.131756,,,,,,,,,,,,,,,,,,,,,,,
0.375039,-0.138936,,,,,,,,,,,,,,,,,,,,,,,
0.400433,-0.142328,,,,,,,,,,,,,,,,,,,,,,,
0.426193,-0.141707,,,,,,,,,,,,,,,,,,,,,,,
0.452256,-0.137116,,,,,,,,,,,,,,,,,,,,,,,
0.47856,-0.128868,,,,,,,,,,,,,,,,,,,,,,,
0.50505,-0.117489,,,,,,,,,,,,,,,,,,,,,,,
0.53167,-0.103644,,,,,,,,,,,,,,,,,,,,,,,
0.55837,-0.0880671,,,,,,,,,,,,,,,,,,,,,,,
0.585096,-0.0714288,,,,,,,,,,,,,,,,,,,,,,,
0.611795,-0.0543066,,,,,,,,,,,,,,,,,,,,,,,
0.63841,-0.0371697,,,,,,,,,,,,,,,,,,,,,,,
0.664885,-0.0203685,,,,,,,,,,,,,,,,,,,,,,,
0.691161,-0.00423729,,,,,,,,,,,,,,,,,,,,,,,
0.717175,0.0109572,,,,,,,,,,,,,,,,,,,,,,,
0.742861,0.0249824,,,,,,,,,,,,,,,,,,,,,,,
0.768147,0.0376509,,,,,,,,,,,,,,,,,,,,,,,
0.792957,0.0487765,,,,,,,,,,,,,,,,,,,,,,,
0.817206,0.0582337,,,,,,,,,,,,,,,,,,,,,,,
0.8408,0.0658056,,,,,,,,,,,,,,,,,,,,,,,
0.863637,0.0715048,,,,,,,,,,,,,,,,,,,,,,,
0.88561,0.0752636,,,,,,,,,,,,,,,,,,,,,,,
0.906588,0.0767378,,,,,,,,,,,,,,,,,,,,,,,
0.926428,0.0764269,,,,,,,,,,,,,,,,,,,,,,,
0.944956,0.0741962,,,,,,,,,,,,,,,,,,,,,,,
0.961965,0.0711193,,,,,,,,,,,,,,,,,,,,,,,
0.977182,0.0673849,,,,,,,,,,,,,,,,,,,,,,,
0.990195,0.064735,,,,,,,,,,,,,,,,,,,,,,,
0.0133613,0.277092,,,,,,,,,,,,,,,,,,,,,,,
0.021003,0.262829,,,,,,,,,,,,,,,,,,,,,,,
0.0295882,0.247154,,,,,,,,,,,,,,,,,,,,,,,
0.0391814,0.228463,,,,,,,,,,,,,,,,,,,,,,,
0.0498062,0.207705,,,,,,,,,,,,,,,,,,,,,,,
0.0614749,0.184903,,,,,,,,,,,,,,,,,,,,,,,
0.0741939,0.160693,,,,,,,,,,,,,,,,,,,,,,,
0.0879585,0.135575,,,,,,,,,,,,,,,,,,,,,,,
0.102756,0.110084,,,,,,,,,,,,,,,,,,,,,,,
0.118567,0.0846813,,,,,,,,,,,,,,,,,,,,,,,
0.135365,0.0597397,,,,,,,,,,,,,,,,,,,,,,,
0.153119,0.0355363,,,,,,,,,,,,,,,,,,,,,,,
0.171795,0.012264,,,,,,,,,,,,,,,,,,,,,,,
0.191355,-0.00995385,,,,,,,,,,,,,,,,,,,,,,,
0.211757,-0.0310269,,,,,,,,,,,,,,,,,,,,,,,
0.232958,-0.0508759,,,,,,,,,,,,,,,,,,,,,,,
0.254913,-0.0693973,,,,,,,,,,,,,,,,,,,,,,,
0.277575,-0.0864136,,,,,,,,,,,,,,,,,,,,,,,
0.300896,-0.101649,,,,,,,,,,,,,,,,,,,,,,,
0.324825,-0.1147,,,,,,,,,,,,,,,,,,,,,,,
0.349308,-0.125067,,,,,,,,,,,,,,,,,,,,,,,
0.374283,-0.132245,,,,,,,,,,,,,,,,,,,,,,,
0.399689,-0.135835,,,,,,,,,,,,,,,,,,,,,,,
0.425459,-0.135621,,,,,,,,,,,,,,,,,,,,,,,
0.451532,-0.131624,,,,,,,,,,,,,,,,,,,,,,,
0.477846,-0.124111,,,,,,,,,,,,,,,,,,,,,,,
0.504345,-0.11355,,,,,,,,,,,,,,,,,,,,,,,
0.530975,-0.10055,,,,,,,,,,,,,,,,,,,,,,,
0.557685,-0.0857903,,,,,,,,,,,,,,,,,,,,,,,
0.584421,-0.0699128,,,,,,,,,,,,,,,,,,,,,,,
0.611131,-0.0534792,,,,,,,,,,,,,,,,,,,,,,,
0.637758,-0.0369573,,,,,,,,,,,,,,,,,,,,,,,
0.664246,-0.0207051,,,,,,,,,,,,,,,,,,,,,,,
0.690536,-0.00505744,,,,,,,,,,,,,,,,,,,,,,,
0.716566,0.00971407,,,,,,,,,,,,,,,,,,,,,,,
0.742269,0.0233721,,,,,,,,,,,,,,,,,,,,,,,
