"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    
          0,           0,          22,      -5.793962158,      -4.575926927,      -5.108972778,      -4.375953485,      -8.850626935
          0,           0,          23,       -5.83531212,      -4.597535729,      -5.132908671,      -4.423189376,      -8.855367572
          0,           0,          24,      -5.868758266,      -4.617777699,      -5.158588809,      -4.460147856,      -8.857660145
          0,           0,          25,      -5.897827664,      -4.636654521,      -5.183310287,      -4.488892589,      -8.858150206
          0,           0,          26,      -5.927388543,      -4.653702533,      -5.204629157,      -4.514907777,      -8.857342613
          0,           0,          27,      -5.959662461,      -4.668595322,      -5.221916932,      -4.541764368,      -8.855610714
          0,           0,          28,      -5.994165918,      -4.681476358,      -5.236294148,      -4.569570396,      -8.853131549
          0,           0,          29,      -6.029604018,       -4.69278909,      -5.249271496,      -4.596815843,      -8.849978887
          0,           0,          30,      -6.065331661,      -4.702932605,      -5.261636571,      -4.622606003,      -8.846143558
          0,           0,          31,      -6.101131214,      -4.712087648,      -5.273322565,      -4.647059463,      -8.841595295
          0,           0,          32,      -6.135770926,      -4.720273768,      -5.283890081,      -4.669903419,      -8.836272631
          0,           0,          33,      -6.166407079,      -4.727491863,      -5.293067801,      -4.689533168,       -8.83007977
          0,           0,          34,      -6.190267519,      -4.733805338,      -5.300950332,      -4.704059868,      -8.822950969
          0,           0,          35,      -6.207367778,      -4.739328087,      -5.307817185,      -4.713310288,      -8.814847665
          0,           0,          36,       -6.22103423,      -4.744173605,      -5.313867019,      -4.719352573,      -8.805762658
          0,           0,          37,       -6.23538008,      -4.748427058,        -5.3191265,      -4.724806676,      -8.795720761
          0,           0,          38,         -6.252482,      -4.752150125,       -5.32356698,      -4.730838725,      -8.784778962
          0,           0,          39,      -6.271472568,      -4.755398736,      -5.327258754,      -4.736656966,      -8.773002482
          0,           0,          40,      -6.289575553,      -4.758237236,       -5.33038257,      -4.740576011,      -8.760467947
          0,           0,          41,      -6.304198635,       -4.76074269,      -5.333118141,      -4.741581151,      -8.747256802
          0,           0,          42,      -6.314694922,      -4.763003945,      -5.335555243,      -4.740131584,       -8.73343846
          0,           0,          43,      -6.322483329,      -4.765118004,      -5.337715771,       -4.73772535,      -8.719090176
          0,           0,          44,      -6.329718262,      -4.767184152,      -5.339648147,       -4.73588374,      -8.704273064
          0,           0,          45,      -6.337945274,      -4.769294585,      -5.341506085,      -4.735457801,      -8.689040575
          0,           0,          46,      -6.347663754,      -4.771523047,       -5.34355317,      -4.736553853,      -8.673444105
          0,           0,          47,      -6.358652246,       -4.77391655,      -5.346094903,       -4.73884683,       -8.65752334
          0,           0,          48,      -6.370518336,        -4.7764941,      -5.349390463,      -4.741943798,      -8.641320419
          0,           0,          49,      -6.383052473,      -4.779252481,      -5.353593773,      -4.745587696,      -8.624868143
          0,           0,          50,      -6.396254452,       -4.78217696,      -5.358743629,      -4.749669797,      -8.608180095
          0,           0,          51,      -6.410158032,      -4.785251664,      -5.364791566,      -4.754139442,      -8.591299771
          0,           0,          52,       -6.42465701,      -4.788466661,      -5.371640561,      -4.758922867,      -8.574257746
          0,           0,          53,       -6.43947679,      -4.791820356,      -5.379176262,      -4.763907761,      -8.557074317
          0,           0,          54,      -6.454290512,      -4.795317821,      -5.387283319,      -4.768983348,       -8.53979859
          0,           0,          55,       -6.46887777,       -4.79896775,      -5.395849848,      -4.774088414,      -8.522441314
          0,           0,          56,      -6.483214215,      -4.802779273,      -5.404769414,      -4.779227594,      -8.505030667
          0,           0,          57,      -6.497432896,      -4.806759653,      -5.413942364,      -4.784449663,       -8.48757522
          0,           0,          58,      -6.511710572,      -4.810913401,      -5.423280925,      -4.789809795,      -8.470123888
          0,           0,          59,      -6.526160149,      -4.815242024,      -5.432715537,      -4.795340317,      -8.452679337
          0,           0,          60,      -6.540778225,      -4.819744737,      -5.442196769,      -4.801040868,      -8.435276483
          0,           0,          61,      -6.555456667,      -4.824419414,      -5.451694119,      -4.806884264,       -8.41791834
          0,           0,          62,      -6.570022933,      -4.829263404,      -5.461192349,      -4.812828216,      -8.400620726
          0,           0,          63,       -6.58427887,      -4.834274313,       -5.47068655,      -4.818826543,      -8.383403663
          0,           0,          64,      -6.598032527,      -4.839450229,      -5.480179704,      -4.824837429,      -8.366273387
          0,           0,          65,      -6.611124484,      -4.844789382,      -5.489681048,        -4.8308309,      -8.349254475
          0,           0,          66,       -6.62345091,      -4.850289791,       -5.49920445,      -4.836794518,      -8.332369399
          0,           0,          67,      -6.634985003,      -4.855948681,       -5.50876798,      -4.842737339,      -8.315623875
          0,           0,          68,       -6.64577754,      -4.861762081,      -5.518392804,      -4.848686994,      -8.299040269
          0,           0,          69,      -6.655936349,      -4.867724799,      -5.528102445,      -4.854682265,      -8.282609038
          0,           0,          70,      -6.665590001,      -4.873830531,      -5.537922687,      -4.860762575,       -8.26632905
          0,           0,          71,       -6.67484882,       -4.88007221,      -5.547880145,      -4.866958025,      -8.250210398
          0,           0,          72,      -6.683781757,      -4.886442339,      -5.558000798,       -4.87328461,      -8.234274031
          0,           0,          73,      -6.692409361,      -4.892933121,      -5.568308401,      -4.879743221,      -8.218535321
          0,           0,          74,      -6.700712661,      -4.899536603,       -5.57882234,      -4.886322861,      -8.202998222
          0,           0,          75,      -6.708653514,      -4.906244718,      -5.589556135,      -4.893006555,      -8.187672107
          0,           0,          76,      -6.716196579,      -4.913049232,      -5.600516873,      -4.899776907,      -8.172527779
          0,           0,          77,      -6.723327122,      -4.919941537,      -5.611704954,      -4.906620396,      -8.157558925
          0,           0,          78,      -6.730061331,       -4.92691291,      -5.623114036,      -4.913530679,      -8.142787795
          0,           0,          79,      -6.736446116,      -4.933954592,      -5.634731932,       -4.92050866,        -8.1282244
          0,           0,          80,      -6.742547991,      -4.941057836,      -5.646541682,      -4.927559911,      -8.113874699
          0,           0,          81,      -6.748437928,      -4.948214276,      -5.658522086,      -4.934691661,      -8.099731827
          0,           0,          82,      -6.754177242,       -4.95541617,       -5.67064914,      -4.941909499,      -8.085814645
          0,           0,          83,       -6.75980707,      -4.962656619,      -5.682897736,      -4.949214705,      -8.072120844
          0,           0,          84,      -6.765344665,      -4.969929547,      -5.695243586,      -4.956602966,      -8.058646174
          0,           0,          85,      -6.770785125,      -4.977229828,      -5.707664319,      -4.964064791,      -8.045368028
          0,           0,          86,      -6.776107707,      -4.984553204,      -5.720141034,      -4.971586884,      -8.032254253
          0,           0,          87,      -6.781283563,      -4.991896097,      -5.732659389,      -4.979154032,      -8.019327378
          0,           0,          88,      -6.786283395,      -4.999255447,      -5.745210029,      -4.986751089,      -8.006595703
          0,           0,          89,      -6.791083869,      -5.006628401,      -5.757788535,      -4.994364625,      -7.994061102
          0,           0,          90,      -6.795672057,      -5.014012279,      -5.770394332,      -5.001984372,      -7.981726841
          0,           0,          91,      -6.800047119,      -5.021404406,      -5.783029735,      -5.009603724,      -7.969589581
          0,           0,          92,      -6.804219353,      -5.028802034,      -5.795698665,      -5.017219606,      -7.957643616
          0,           0,          93,      -6.808206815,      -5.036202335,      -5.808405248,      -5.024831679,      -7.945895028
          0,           0,          94,      -6.812030868,      -5.043602441,      -5.821152454,      -5.032441183,      -7.934345195
          0,           0,          95,      -6.815711757,      -5.050999504,      -5.833941077,      -5.040049624,      -7.922982831
          0,           0,          96,      -6.819265289,      -5.058390735,      -5.846768888,      -5.047657636,      -7.911815512
          0,           0,          97,      -6.822701129,      -5.065773563,      -5.859630277,      -5.055264249,      -7.900840669
          0,           0,          98,      -6.826022647,      -5.073145636,      -5.872516332,      -5.062866508,      -7.890051353
          0,           0,          99,      -6.829227931,      -5.080504865,      -5.885415359,      -5.070459561,      -7.879430321
          0,           0,         100,      -6.832311257,      -5.087849394,      -5.898313653,      -5.078037059,      -7.868964826
          0,           0,         101,       -6.83526448,      -5.095177582,      -5.911196602,      -5.085591682,      -7.858676961
          0,           0,         102,      -6.838078299,      -5.102487919,      -5.924049774,      -5.093115703,      -7.848570378
          0,           0,         103,      -6.840742599,      -5.109778912,      -5.936859845,      -5.100601382,       -7.83865739
          0,           0,         104,      -6.843246427,      -5.117048978,       -5.94961534,      -5.108041248,      -7.828947781
          0,           0,         105,       -6.84557792,      -5.124296328,      -5.962307001,      -5.115428228,      -7.819438526
          0,           0,         106,      -6.847724154,       -5.13151886,      -5.974927743,      -5.122755684,      -7.810152405
          0,           0,         107,      -6.849671203,      -5.138714029,      -5.987472248,      -5.130017299,      -7.801104185
          0,           0,         108,      -6.851404498,      -5.145878829,      -5.999936177,      -5.137207063,      -7.792305658
          0,           0,         109,      -6.852909617,      -5.153009719,      -6.012315246,      -5.144319207,      -7.783782059
          0,           0,         110,      -6.854173255,      -5.160102616,      -6.024604198,      -5.151348242,      -7.775543469
          0,           0,         111,      -6.855184102,      -5.167152844,      -6.036795579,      -5.158288892,      -7.767617594
          0,           0,         112,        -6.8559336,      -5.174155197,      -6.048878555,      -5.165136159,      -7.760025885
          0,           0,         113,      -6.856416466,      -5.181103934,      -6.060837672,      -5.171885256,      -7.752780719
          0,           0,         114,      -6.856630992,      -5.187992865,      -6.072651627,      -5.178531596,      -7.745920122
          0,           0,         115,      -6.856579108,       -5.19481533,      -6.084292093,      -5.185070668,      -7.739441859
          0,           0,         116,      -6.856266178,      -5.201564333,      -6.095722339,      -5.191497944,      -7.733385434
          0,           0,         117,      -6.855700734,      -5.208232594,      -6.106896135,      -5.197808759,      -7.727760709
          0,           0,         118,      -6.854894254,      -5.214812631,      -6.117756718,      -5.203998199,       -7.72257455
          0,           0,         119,      -6.853860925,      -5.221296928,      -6.128236134,      -5.210061093,      -7.717858363
          0,           0,         120,      -6.852617486,      -5.227678232,      -6.138255207,      -5.215992173,      -7.713604481
          0,           0,         121,      -6.851183003,      -5.233949421,      -6.147724089,      -5.221786043,      -7.709821107
          0,           0,         122,      -6.849578539,      -5.240103541,      -6.156543072,      -5.227436839,      -7.706524001
          0,           0,         123,      -6.847827476,      -5.246134312,      -6.164605783,      -5.232938738,      -7.703691122
          0,           0,         124,      -6.845955193,      -5.252036218,      -6.171802847,      -5.238286359,      -7.701332767
          0,           0,         125,      -6.843988864,      -5.257804769,       -6.17802692,       -5.24347506,       -7.69945061
          0,           0,         126,      -6.841957232,      -5.263436691,      -6.183178466,      -5.248501112,      -7.698025623
          0,           0,         127,      -6.839890209,      -5.268929991,      -6.187171938,      -5.253361888,      -7.697043983
          0,           0,         128,      -6.837818851,      -5.274284271,      -6.189942653,      -5.258056596,      -7.696501533
          0,           0,         129,      -6.835774544,       -5.27950063,      -6.191452475,       -5.26258616,      -7.696384252
          0,           0,         130,      -6.833788951,      -5.284582064,      -6.191694127,      -5.266954124,      -7.696673461
          0,           0,         131,       -6.83189294,      -5.289533096,      -6.190693368,      -5.271166023,      -7.697364857
          0,           0,         132,      -6.830116537,      -5.294360266,      -6.188508388,      -5.275230014,      -7.698444489
          0,           0,         133,       -6.82848788,      -5.299071691,      -6.185227341,      -5.279155676,      -7.699880288
          0,           0,         134,       -6.82703335,      -5.303677418,      -6.180963093,      -5.282954211,      -7.701665276
          0,           0,         135,      -6.825777106,      -5.308189024,      -6.175847107,      -5.286637533,       -7.70378851
          0,           0,         136,       -6.82474149,      -5.312619739,      -6.170022646,      -5.290218416,      -7.706212376
          0,           0,         137,      -6.823947068,       -5.31698417,       -6.16363816,      -5.293710228,      -7.708918001
          0,           0,         138,      -6.823412912,      -5.321298216,      -6.156841251,      -5.297127151,      -7.711915261
          0,           0,         139,      -6.823157131,      -5.325578799,      -6.149774491,      -5.300484393,      -7.715187504
          0,           0,         140,      -6.823196914,      -5.329843645,      -6.142571759,      -5.303798142,      -7.718699312
          0,           0,         141,      -6.823548615,      -5.334111058,      -6.135356067,      -5.307085576,      -7.722446438
          0,           0,         142,      -6.824227723,      -5.338399681,      -6.128238241,       -5.31036474,      -7.726428481
          0,           0,         143,      -6.825248965,      -5.342728283,      -6.121316739,      -5.313654505,      -7.730633944
          0,           0,         144,      -6.826626125,      -5.347115574,      -6.114677883,       -5.31697427,      -7.735049944
          0,           0,         145,      -6.828371982,      -5.351580025,      -6.108396529,      -5.320343706,      -7.739640287
          0,           0,         146,      -6.830498199,      -5.356139598,      -6.102536966,      -5.323782458,      -7.744409318
          0,           0,         147,        -6.8330153,      -5.360811656,      -6.097153969,      -5.327310021,       -7.74934968
          0,           0,         148,      -6.835932753,      -5.365612868,       -6.09229392,      -5.330945581,      -7.754435371
          0,           0,         149,      -6.839258844,      -5.370558948,      -6.087995859,      -5.334707762,      -7.759649371
          0,           0,         150,      -6.843000799,      -5.375664658,      -6.084292366,      -5.338614551,      -7.764999926
          0,           0,         151,      -6.847164786,      -5.380943668,      -6.081210521,      -5.342683202,      -7.770477696
          0,           0,         152,      -6.851756048,      -5.386408488,      -6.078772841,      -5.346930205,      -7.776073904
          0,           0,         153,      -6.856778863,      -5.392070372,      -6.076997906,      -5.351371149,      -7.781778781
          0,           0,         154,      -6.862236609,      -5.397939268,      -6.075900994,      -5.356020695,      -7.787570668
          0,           0,         155,      -6.868131828,      -5.404023774,      -6.075494653,      -5.360892524,      -7.793421658
          0,           0,         156,      -6.874466237,      -5.410331064,      -6.075789117,      -5.365999295,      -7.799350239
          0,           0,         157,      -6.881240799,      -5.416866788,      -6.076792753,      -5.371352539,      -7.805345634
          0,           0,         158,      -6.888455696,      -5.423634986,      -6.078512509,      -5.376962581,       -7.81140182
          0,           0,         159,      -6.896110386,      -5.430638291,       -6.08095415,      -5.382838522,      -7.817506036
          0,           0,         160,      -6.904203479,      -5.437877618,      -6.084121854,      -5.388988372,      -7.823651513
          0,           0,         161,      -6.912732723,      -5.445352199,      -6.088018536,      -5.395418866,      -7.829827934
          0,           0,         162,      -6.921695401,      -5.453059548,       -6.09264695,      -5.402135371,      -7.836025627
          0,           0,         163,      -6.931087281,      -5.460995343,      -6.098008476,      -5.409141595,      -7.842235157
          0,           0,         164,      -6.940903908,        -5.4691536,      -6.104104283,      -5.416439917,      -7.848450713
          0,           0,         165,      -6.951139118,      -5.477526369,      -6.110934352,      -5.424030986,      -7.854665683
          0,           0,         166,      -6.961785854,      -5.486103895,       -6.11849799,      -5.431913907,        -7.8608705
          0,           0,         167,      -6.972836604,      -5.494874782,      -6.126794078,      -5.440086196,      -7.867061809
          0,           0,         168,      -6.984281339,      -5.503825507,      -6.135819517,      -5.448543464,      -7.873234169
          0,           0,         169,       -6.99610964,      -5.512940974,      -6.145570501,      -5.457279607,      -7.879382312
          0,           0,         170,      -7.008309856,      -5.522204505,      -6.156041967,      -5.466286633,      -7.885503307
          0,           0,         171,      -7.020867864,      -5.531597509,       -6.16722678,       -5.47555477,      -7.891594935
          0,           0,         172,      -7.033768831,      -5.541100169,      -6.179115956,      -5.485072061,      -7.897645896
          0,           0,         173,      -7.046996094,      -5.550691415,      -6.191698208,      -5.494824616,      -7.903645449
          0,           0,         174,      -7.060530726,      -5.560348861,      -6.204959413,       -5.50479685,      -7.909612714
          0,           0,         175,      -7.074352614,      -5.570049575,      -6.218882044,      -5.514970484,      -7.915551178
          0,           0,         176,      -7.088439437,      -5.579770026,      -6.233444882,      -5.525325702,      -7.921461067
          0,           0,         177,      -7.102766918,      -5.589486393,      -6.248622281,      -5.535840882,      -7.927342466
          0,           0,         178,      -7.117308981,      -5.599175431,      -6.264383301,      -5.546491556,      -7.933188364
          0,           0,         179,      -7.132037419,      -5.608814242,      -6.280691378,      -5.557253015,      -7.938983306
          0,           0,         180,       -7.14692226,      -5.618381162,      -6.297503203,      -5.568098167,      -7.944761782
          0,           0,         181,      -7.161931494,      -5.627856251,      -6.314767997,      -5.578998468,      -7.950525416
          0,           0,         182,      -7.177032134,      -5.637221081,      -6.332427273,      -5.589926313,      -7.956273178
          0,           0,         183,      -7.192189352,      -5.646460137,       -6.35041359,      -5.600851587,      -7.962005291
          0,           0,         184,      -7.207367224,      -5.655560144,      -6.368650635,      -5.611746223,       -7.96771423
          0,           0,         185,       -7.22252835,      -5.664511266,      -6.387052974,      -5.622581125,      -7.973411786
          0,           0,         186,      -7.237634584,      -5.673306734,      -6.405526309,      -5.633329087,      -7.979103024
          0,           0,         187,      -7.252646808,      -5.681943481,      -6.423968836,      -5.643963836,      -7.984791737
          0,           0,         188,      -7.267525573,      -5.690421824,      -6.442272146,      -5.654461605,      -7.990478841
          0,           0,         189,       -7.28223124,      -5.698746084,      -6.460325221,      -5.664800717,      -7.996166235
          0,           0,         190,      -7.296725411,      -5.706923768,      -6.478015569,      -5.674963984,       -8.00186505
          0,           0,         191,      -7.310970777,      -5.714966016,      -6.495235161,      -5.684937748,      -8.007578178
          0,           0,         192,      -7.324933116,      -5.722887251,      -6.511885152,      -5.694713698,      -8.013309642
          0,           0,         193,      -7.338582291,      -5.730704441,       -6.52787634,      -5.704289526,      -8.019070415
          0,           0,         194,      -7.351892176,       -5.73843616,      -6.543130867,       -5.71366766,      -8.024862343
          0,           0,         195,      -7.364840514,      -5.746103361,      -6.557599904,      -5.722854085,      -8.030688081
          0,           0,         196,      -7.377411158,      -5.753728425,      -6.571259003,      -5.731861268,      -8.036552559
          0,           0,         197,      -7.389593592,       -5.76133468,      -6.584108953,      -5.740707376,      -8.042463431
          0,           0,         198,      -7.401382677,      -5.768945891,      -6.596176066,      -5.749415051,      -8.048428076
          0,           0,         199,      -7.412778024,      -5.776585786,       -6.60751035,      -5.758010059,      -8.054449577
          0,           0,         200,      -7.423783534,      -5.784277604,      -6.618183086,      -5.766520355,      -8.060530144
          0,           0,         201,       -7.43440715,      -5.792043712,      -6.628282781,      -5.774975197,      -8.066678418
          0,           0,         202,      -7.444660305,      -5.799905268,      -6.637910619,       -5.78340443,      -8.072896707
          0,           0,         203,      -7.454557369,       -5.80788191,      -6.647175636,      -5.791837812,      -8.079189431
          0,           0,         204,      -7.464115153,      -5.815991519,       -6.65619011,      -5.800304447,      -8.085560028
          0,           0,         205,      -7.473352418,      -5.824250015,      -6.665065443,      -5.808832292,      -8.092010971
          0,           0,         206,      -7.482289409,      -5.832671199,      -6.673908688,      -5.817447742,      -8.098544439
          0,           0,         207,      -7.490947394,       -5.84126664,       -6.68281984,      -5.826175286,      -8.105162305
          0,           0,         208,      -7.499348236,       -5.85004559,      -6.691889812,      -5.835037199,      -8.111866159
          0,           0,         209,       -7.50751399,       -5.85901494,      -6.701199051,      -5.844053319,      -8.118657331
          0,           0,         210,      -7.515466562,      -5.868179198,       -6.71081669,      -5.853240853,       -8.12553689
          0,           0,         211,      -7.523227418,        -5.8775405,      -6.720800059,      -5.862614208,       -8.13250566
          0,           0,         212,      -7.530817355,      -5.887098641,      -6.731194559,       -5.87218486,      -8.139564217
          0,           0,         213,      -7.538256316,      -5.896851129,      -6.742033629,      -5.881961245,      -8.146712913
          0,           0,         214,      -7.545563271,       -5.90679326,      -6.753338912,      -5.891948674,      -8.153951795
          0,           0,         215,      -7.552756133,      -5.916918221,      -6.765120356,      -5.902149282,      -8.161280751
          0,           0,         216,      -7.559851717,      -5.927217205,      -6.777376437,      -5.912561996,      -8.168699436
          0,           0,         217,       -7.56686572,       -5.93767955,       -6.79009411,      -5.923182523,      -8.176207286
          0,           0,         218,      -7.573812743,      -5.948292907,        -6.8032486,      -5.934003388,       -8.18380355
          0,           0,         219,      -7.580706195,      -5.959043444,      -6.816806121,      -5.945013939,      -8.191487353
          0,           0,         220,       -7.58755858,      -5.969915998,      -6.830721465,      -5.956200201,      -8.199258944
          0,           0,         221,      -7.594381679,      -5.980894391,      -6.844938521,      -5.967546297,      -8.207111393
          0,           0,         222,      -7.601186338,      -5.991961611,      -6.859391318,      -5.979033769,      -8.215048608
          0,           0,         223,      -7.607982465,      -6.003100083,      -6.874005307,      -5.990641455,      -8.223067783
          0,           0,         224,      -7.614779152,      -6.014291947,      -6.888698807,      -6.002345778,      -8.231167264
          0,           0,         225,      -7.621584819,      -6.025519332,      -6.903384944,      -6.014121366,      -8.239345179
          0,           0,         226,      -7.628407504,      -6.036764653,      -6.917973976,      -6.025941555,      -8.247599771
          0,           0,         227,      -7.635255047,      -6.048010885,      -6.932376271,      -6.037778987,      -8.255929156
          0,           0,         228,       -7.64213542,      -6.059241795,      -6.946505576,      -6.049606115,      -8.264331818
          0,           0,         229,      -7.649057129,      -6.070442169,      -6.960282857,      -6.061395729,      -8.272803547
          0,           0,         230,      -7.656029572,      -6.081598001,      -6.973639914,      -6.073121402,      -8.281344393
          0,           0,         231,      -7.663062924,      -6.092696632,      -6.986522578,      -6.084757896,      -8.289952199
          0,           0,         232,      -7.670167605,      -6.103726862,      -6.998893369,      -6.096281542,      -8.298624799
          0,           0,         233,       -7.67735338,      -6.114679277,       -7.01073491,       -6.10767119,      -8.307360495
          0,           0,         234,      -7.684627798,      -6.125546053,      -7.022048618,      -6.118908932,      -8.316157564
          0,           0,         235,      -7.691995702,      -6.136321217,      -7.032856674,      -6.129980817,      -8.325014157
          0,           0,         236,      -7.699459303,      -6.147000648,      -7.043200683,      -6.140877813,      -8.333928561
          0,           0,         237,      -7.707019049,      -6.157581928,      -7.053139079,        -6.1515958,      -8.342898951
          0,           0,         238,      -7.714674642,      -6.168064134,      -7.062743969,      -6.162134973,      -8.351924308
          0,           0,         239,      -7.722425768,      -6.178447639,      -7.072097428,      -6.172499165,      -8.361002936
          0,           0,         240,       -7.73027221,      -6.188733641,      -7.081286769,      -6.182695034,      -8.370133938
          0,           0,         241,      -7.738213991,       -6.19892406,      -7.090401677,      -6.192731564,      -8.379315541
          0,           0,         242,      -7.746251036,      -6.209021257,       -7.09953052,      -6.202619775,      -8.388547674
          0,           0,         243,       -7.75438296,      -6.219027776,      -7.108757303,      -6.212372251,      -8.397828982
          0,           0,         244,      -7.762608892,      -6.228946114,      -7.118159349,      -6.222002599,      -8.407159536
          0,           0,         245,      -7.770927326,      -6.238778531,      -7.127805458,      -6.231524909,      -8.416539024
          0,           0,         246,      -7.779336018,      -6.248526891,      -7.137754515,      -6.240953216,      -8.425966944
          0,           0,         247,      -7.787831964,      -6.258192553,      -7.148054461,      -6.250301004,      -8.435443512
          0,           0,         248,      -7.796411439,      -6.267776323,      -7.158741637,      -6.259580774,      -8.444970332
          0,           0,         249,      -7.805070033,      -6.277278428,      -7.169840172,      -6.268803683,      -8.454539399
          0,           0,         250,      -7.813802629,      -6.286698394,      -7.181361278,      -6.277979141,      -8.464156751
          0,           0,         251,      -7.822603578,      -6.296035299,      -7.193303653,      -6.287114627,      -8.473822415
          0,           0,         252,      -7.831466666,       -6.30528782,      -7.205653119,      -6.296215646,      -8.483536155
          0,           0,         253,      -7.840385286,      -6.314454368,      -7.218382707,      -6.305285673,      -8.493298006
          0,           0,         254,      -7.849352521,      -6.323533258,      -7.231452835,      -6.314326173,      -8.503108069
          0,           0,         255,      -7.858361225,      -6.332522896,      -7.244811753,      -6.323336739,      -8.512966173
          0,           0,         256,      -7.867404116,      -6.341421976,      -7.258396247,      -6.332315312,      -8.522872508
          0,           0,         257,      -7.876473874,      -6.350229681,      -7.272132711,      -6.341258451,      -8.532827135
          0,           0,         258,      -7.885563411,      -6.358945973,      -7.285939345,      -6.350161762,      -8.542829975
          0,           0,         259,      -7.894665542,      -6.367571485,      -7.299725958,      -6.359020116,      -8.552881011
          0,           0,         260,      -7.903773384,      -6.376107946,      -7.313398938,      -6.367827929,      -8.562979957
          0,           0,         261,      -7.912880359,      -6.384558215,      -7.326863571,      -6.376579815,      -8.573126826
          0,           0,         262,      -7.921980326,      -6.392926357,      -7.340027669,      -6.385270835,      -8.583321933
          0,           0,         263,      -7.931067648,      -6.401217679,      -7.352805564,      -6.393896831,      -8.593564723
          0,           0,         264,      -7.940137243,      -6.409438724,      -7.365122267,      -6.402454731,      -8.603855509
          0,           0,         265,      -7.949184703,      -6.417597243,      -7.376917923,      -6.410942838,      -8.614194249
          0,           0,         266,      -7.958206048,      -6.425702023,      -7.388148965,      -6.419361022,      -8.624580318
          0,           0,         267,      -7.967197695,      -6.433762837,      -7.398793136,      -6.427710758,      -8.635012623
          0,           0,         268,      -7.976156574,      -6.441790281,      -7.408849995,       -6.43599554,      -8.645491611
          0,           0,         269,       -7.98507994,      -6.449795616,      -7.418340918,      -6.444221036,      -8.656017329
          0,           0,         270,      -7.993965243,      -6.457790602,      -7.427307709,      -6.452395245,      -8.666589519
          0,           0,         271,      -8.002810133,      -6.465787321,      -7.435809962,      -6.460528529,      -8.677207891
          0,           0,         272,      -8.011612572,      -6.473797983,      -7.443921431,      -6.468633444,      -8.687872114
          0,           0,         273,      -8.020371018,      -6.481834717,      -7.451725846,      -6.476724358,      -8.698581692
          0,           0,         274,      -8.029084588,      -6.489909346,      -7.459312667,      -6.484816925,      -8.709336198
          0,           0,         275,      -8.037753147,      -6.498033157,      -7.466773347,      -6.492927465,        -8.7201347
          0,           0,         276,      -8.046377254,      -6.506216688,      -7.474197535,      -6.501072352,      -8.730976815
          0,           0,         277,      -8.054958012,      -6.514469532,      -7.481670825,      -6.509267416,      -8.741862154
          0,           0,         278,      -8.063496978,      -6.522800182,      -7.489272694,      -6.517527531,      -8.752790067
          0,           0,         279,      -8.071996031,      -6.531215912,      -7.497074803,      -6.525866315,      -8.763759732
          0,           0,         280,      -8.080457245,      -6.539722687,      -7.505139867,      -6.534295904,      -8.774770441
          0,           0,         281,      -8.088882844,      -6.548325115,      -7.513521184,      -6.542826811,      -8.785821128
