"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[nu]"    ,    "RefForce"    ,       "CD"       ,       "CL"       ,       "CSF"      ,       "CMx"      ,       "CMy"      ,       "CMz"      ,       "CFx"      ,       "CFy"      ,       "CFz"      ,      "CEff"      ,     "Buffet"     
          0,           0,         449,      -7.497353662,       -5.08297684,      -6.609422102,      -5.043721469,      -9.774834623,               0.5,     0.01133493093,  -4.422757858e-06,                 0,                 0,                 0,  -1.257870805e-06,     0.01133493093,  -4.422757858e-06,                 0,  -0.0003901883379,    0.001558235895
          0,           0,         450,      -7.505891928,      -5.084227922,       -6.61185406,       -5.04621039,      -9.774256701,               0.5,     0.01133015445,  -4.409984403e-06,                 0,                 0,                 0,  -1.247474805e-06,     0.01133015445,  -4.409984403e-06,                 0,  -0.0003892254448,    0.001558235895
          0,           0,         451,      -7.508631292,      -5.085477934,      -6.614192741,      -5.047806679,      -9.773660677,               0.5,     0.01132536666,  -4.396543891e-06,                 0,                 0,                 0,   -1.23745085e-06,     0.01132536666,  -4.396543891e-06,                 0,  -0.0003882032275,    0.001558235895
          0,           0,         452,      -7.510674085,      -5.086726455,      -6.616078003,      -5.049291599,      -9.773044343,               0.5,      0.0113206141,  -4.381453415e-06,                 0,                 0,                 0,   -1.22678126e-06,      0.0113206141,  -4.381453415e-06,                 0,  -0.0003870331924,    0.001558235895
          0,           0,         453,      -7.510911426,      -5.087972226,      -6.617825665,      -5.050498831,      -9.772421226,               0.5,     0.01131592428,  -4.366861165e-06,                 0,                 0,                 0,  -1.216493976e-06,     0.01131592428,  -4.366861165e-06,                 0,  -0.0003859040637,    0.001558235895
          0,           0,         454,      -7.511332178,      -5.089216146,       -6.61961603,      -5.051723315,      -9.771785625,               0.5,     0.01131130023,  -4.352803796e-06,                 0,                 0,                 0,  -1.206458342e-06,     0.01131130023,  -4.352803796e-06,                 0,  -0.0003848190489,    0.001558235895
          0,           0,         455,      -7.511814992,      -5.090457674,      -6.621320894,      -5.052952988,      -9.771149013,               0.5,     0.01130672429,  -4.338874611e-06,                 0,                 0,                 0,    -1.1963788e-06,     0.01130672429,  -4.338874611e-06,                 0,  -0.0003837428508,    0.001558235895
          0,           0,         456,      -7.519764098,       -5.09169668,      -6.623935458,      -5.055311409,       -9.77052004,               0.5,       0.011302168,  -4.324918816e-06,                 0,                 0,                 0,   -1.18616153e-06,       0.011302168,  -4.324918816e-06,                 0,  -0.0003826627612,    0.001558235895
          0,           0,         457,      -7.522112543,      -5.092934306,       -6.62569813,       -5.05683906,      -9.769892242,               0.5,     0.01129764034,   -4.31089971e-06,                 0,                 0,                 0,  -1.175811171e-06,     0.01129764034,   -4.31089971e-06,                 0,  -0.0003815752299,    0.001558235895
          0,           0,         458,      -7.522476639,      -5.094170972,      -6.626767545,      -5.058060826,      -9.769247156,               0.5,     0.01129316014,  -4.297010384e-06,                 0,                 0,                 0,  -1.165466066e-06,     0.01129316014,  -4.297010384e-06,                 0,  -0.0003804967195,    0.001558235895
          0,           0,         459,      -7.523333666,      -5.095403976,       -6.62822186,      -5.059335463,      -9.768598197,               0.5,     0.01128872566,  -4.283088672e-06,                 0,                 0,                 0,  -1.155062856e-06,     0.01128872566,  -4.283088672e-06,                 0,  -0.0003794129472,    0.001558235895
          0,           0,         460,      -7.523280244,      -5.096635166,      -6.629769619,      -5.060476784,      -9.767954869,               0.5,     0.01128431469,   -4.26986771e-06,                 0,                 0,                 0,  -1.145156865e-06,     0.01128431469,   -4.26986771e-06,                 0,  -0.0003783896343,    0.001558235895
          0,           0,         461,      -7.523935855,      -5.097862964,      -6.631550058,      -5.061713652,      -9.767322144,               0.5,     0.01127990259,  -4.256754863e-06,                 0,                 0,                 0,  -1.135307713e-06,     0.01127990259,  -4.256754863e-06,                 0,  -0.0003773751438,    0.001558235895
          0,           0,         462,      -7.525246875,       -5.09908825,      -6.633146239,      -5.063046411,       -9.76669624,               0.5,      0.0112754919,  -4.243281707e-06,                 0,                 0,                 0,  -1.125209653e-06,      0.0112754919,  -4.243281707e-06,                 0,  -0.0003763278575,    0.001558235895
          0,           0,         463,      -7.525995312,       -5.10031133,      -6.634658467,      -5.064298356,      -9.766071454,               0.5,     0.01127109908,  -4.229099363e-06,                 0,                 0,                 0,  -1.114619379e-06,     0.01127109908,  -4.229099363e-06,                 0,  -0.0003752162352,    0.001558235895
          0,           0,         464,      -7.532733768,      -5.101532222,      -6.637085233,      -5.066451209,      -9.765444758,               0.5,     0.01126671696,  -4.214357172e-06,                 0,                 0,                 0,  -1.103642301e-06,     0.01126671696,  -4.214357172e-06,                 0,  -0.0003740537004,    0.001558235895
          0,           0,         465,      -7.536497753,      -5.102751767,      -6.639105563,      -5.068169897,      -9.764818365,               0.5,     0.01126234185,  -4.199627495e-06,                 0,                 0,                 0,  -1.092684743e-06,     0.01126234185,  -4.199627495e-06,                 0,  -0.0003728911403,    0.001558235895
          0,           0,         466,      -7.537843594,      -5.103971039,      -6.640582176,      -5.069529046,      -9.764192764,               0.5,      0.0112579756,  -4.185402164e-06,                 0,                 0,                 0,  -1.082097387e-06,      0.0112579756,  -4.185402164e-06,                 0,  -0.0003717721831,    0.001558235895
          0,           0,         467,      -7.537738681,      -5.105188092,      -6.641772912,       -5.07065173,      -9.763558268,               0.5,     0.01125364476,  -4.171614521e-06,                 0,                 0,                 0,  -1.071821169e-06,     0.01125364476,  -4.171614521e-06,                 0,   -0.000370690084,    0.001558235895
          0,           0,         468,      -7.540264999,      -5.106402855,      -6.643276319,      -5.072151597,      -9.762922822,               0.5,     0.01124933806,  -4.158485277e-06,                 0,                 0,                 0,  -1.061674903e-06,     0.01124933806,  -4.158485277e-06,                 0,  -0.0003696648863,    0.001558235895
          0,           0,         469,      -7.541558461,      -5.107615484,      -6.645030946,      -5.073473244,      -9.762285541,               0.5,     0.01124504999,  -4.145518333e-06,                 0,                 0,                 0,  -1.051826804e-06,     0.01124504999,  -4.145518333e-06,                 0,  -0.0003686527259,    0.001558235895
          0,           0,         470,      -7.542529035,      -5.108824731,      -6.646409426,      -5.074736616,      -9.761637541,               0.5,     0.01124079033,  -4.132023821e-06,                 0,                 0,                 0,  -1.041764095e-06,     0.01124079033,  -4.132023821e-06,                 0,  -0.0003675919308,    0.001558235895
          0,           0,         471,      -7.544411561,      -5.110030396,      -6.648117232,       -5.07613388,      -9.760991563,               0.5,     0.01123656134,   -4.11836425e-06,                 0,                 0,                 0,  -1.031610943e-06,     0.01123656134,   -4.11836425e-06,                 0,  -0.0003665146415,    0.001558235895
          0,           0,         472,      -7.545271597,      -5.111234196,      -6.649558232,      -5.077402546,      -9.760352211,               0.5,     0.01123235926,  -4.105005577e-06,                 0,                 0,                 0,  -1.021489875e-06,     0.01123235926,  -4.105005577e-06,                 0,  -0.0003654624539,    0.001558235895
          0,           0,         473,      -7.545369908,      -5.112436469,      -6.650946391,       -5.07855645,      -9.759718192,               0.5,     0.01122818105,  -4.092080338e-06,                 0,                 0,                 0,  -1.011545467e-06,     0.01122818105,  -4.092080338e-06,                 0,  -0.0003644473062,    0.001558235895
          0,           0,         474,      -7.551258396,      -5.113636697,      -6.653042875,       -5.08054094,      -9.759087869,               0.5,     0.01122401674,  -4.078902944e-06,                 0,                 0,                 0,  -1.001473067e-06,     0.01122401674,  -4.078902944e-06,                 0,  -0.0003634084873,    0.001558235895
          0,           0,         475,      -7.553003164,       -5.11483573,       -6.65475814,       -5.08192177,      -9.758452213,               0.5,     0.01121987581,  -4.065597841e-06,                 0,                 0,                 0,  -9.912985949e-07,     0.01121987581,  -4.065597841e-06,                 0,  -0.0003623567596,    0.001558235895
          0,           0,         476,      -7.553380272,      -5.116034139,      -6.655952531,      -5.083100121,      -9.757807131,               0.5,     0.01121576567,  -4.052301512e-06,                 0,                 0,                 0,  -9.811223864e-07,     0.01121576567,  -4.052301512e-06,                 0,  -0.0003613040458,    0.001558235895
          0,           0,         477,      -7.554098329,      -5.117231335,      -6.657427853,      -5.084319657,       -9.75715591,               0.5,     0.01121168001,  -4.038884791e-06,                 0,                 0,                 0,  -9.709156594e-07,     0.01121168001,  -4.038884791e-06,                 0,  -0.0003602390352,    0.001558235895
          0,           0,         478,      -7.555504204,      -5.118427105,       -6.65901935,      -5.085641164,      -9.756503016,               0.5,     0.01120759262,  -4.026402402e-06,                 0,                 0,                 0,  -9.607109608e-07,     0.01120759262,  -4.026402402e-06,                 0,  -0.0003592566699,    0.001558235895
          0,           0,         479,      -7.556533548,      -5.119621397,      -6.660355458,      -5.086910963,      -9.755837607,               0.5,     0.01120350332,  -4.013048096e-06,                 0,                 0,                 0,   -9.50705249e-07,     0.01120350332,  -4.013048096e-06,                 0,  -0.0003581958234,    0.001558235895
          0,           0,         480,      -7.557146697,      -5.120814677,      -6.661727557,       -5.08812003,      -9.755166951,               0.5,     0.01119944024,  -3.999158415e-06,                 0,                 0,                 0,  -9.407917329e-07,     0.01119944024,  -3.999158415e-06,                 0,  -0.0003570855623,    0.001558235895
          0,           0,         481,      -7.557753447,      -5.122006048,       -6.66308349,      -5.089327161,      -9.754498158,               0.5,     0.01119540907,  -3.985380131e-06,                 0,                 0,                 0,  -9.309256018e-07,     0.01119540907,  -3.985380131e-06,                 0,  -0.0003559834309,    0.001558235895
          0,           0,         482,      -7.558389546,      -5.123194728,      -6.664373387,      -5.090530095,      -9.753826868,               0.5,     0.01119140853,  -3.971705838e-06,                 0,                 0,                 0,  -9.211619117e-07,     0.01119140853,  -3.971705838e-06,                 0,  -0.0003548888263,    0.001558235895
          0,           0,         483,      -7.561169419,      -5.124382088,      -6.666182867,      -5.092041978,        -9.7531485,               0.5,     0.01118742204,   -3.95832456e-06,                 0,                 0,                 0,  -9.114232626e-07,     0.01118742204,   -3.95832456e-06,                 0,   -0.000353819186,    0.001558235895
          0,           0,         484,      -7.563126689,       -5.12556768,        -6.6678622,      -5.093439835,      -9.752466779,               0.5,     0.01118343868,   -3.94518375e-06,                 0,                 0,                 0,   -9.01714322e-07,     0.01118343868,   -3.94518375e-06,                 0,  -0.0003527701867,    0.001558235895
          0,           0,         485,      -7.563743582,      -5.126752999,      -6.669227998,      -5.094656502,      -9.751775899,               0.5,     0.01117947566,  -3.932074866e-06,                 0,                 0,                 0,  -8.919534633e-07,     0.01117947566,  -3.932074866e-06,                 0,  -0.0003517226554,    0.001558235895
          0,           0,         486,      -7.567293009,      -5.127936505,      -6.670597732,      -5.096291781,      -9.751077805,               0.5,     0.01117553214,  -3.918898173e-06,                 0,                 0,                 0,  -8.820916461e-07,     0.01117553214,  -3.918898173e-06,                 0,  -0.0003506677019,    0.001558235895
          0,           0,         487,      -7.568277372,      -5.129118237,      -6.672055835,      -5.097554864,      -9.750383712,               0.5,     0.01117160367,   -3.90592574e-06,                 0,                 0,                 0,  -8.722921011e-07,     0.01117160367,   -3.90592574e-06,                 0,  -0.0003496298165,    0.001558235895
          0,           0,         488,      -7.568769671,      -5.130299074,      -6.673414434,      -5.098738798,      -9.749699686,               0.5,     0.01116769859,  -3.893086437e-06,                 0,                 0,                 0,  -8.626104725e-07,     0.01116769859,  -3.893086437e-06,                 0,  -0.0003486023915,    0.001558235895
          0,           0,         489,      -7.570105418,      -5.131478597,      -6.674708078,      -5.100036823,      -9.749013605,               0.5,     0.01116381674,   -3.88050697e-06,                 0,                 0,                 0,   -8.52968428e-07,     0.01116381674,   -3.88050697e-06,                 0,  -0.0003475967996,    0.001558235895
          0,           0,         490,      -7.571176155,      -5.132656657,      -6.675762455,      -5.101292639,      -9.748321886,               0.5,     0.01115995482,  -3.868184567e-06,                 0,                 0,                 0,  -8.434276423e-07,     0.01115995482,  -3.868184567e-06,                 0,  -0.0003466129234,    0.001558235895
          0,           0,         491,      -7.571057202,      -5.133833101,      -6.677143107,      -5.102373684,      -9.747626313,               0.5,     0.01115610534,  -3.855882789e-06,                 0,                 0,                 0,  -8.339006882e-07,     0.01115610534,  -3.855882789e-06,                 0,  -0.0003456298298,    0.001558235895
          0,           0,         492,      -7.571053914,      -5.135008497,      -6.678441484,      -5.103478998,      -9.746922775,               0.5,     0.01115227058,  -3.843502933e-06,                 0,                 0,                 0,  -8.243383257e-07,     0.01115227058,  -3.843502933e-06,                 0,  -0.0003446386011,    0.001558235895
          0,           0,         493,      -7.571188081,       -5.13617999,       -6.67952668,      -5.104595767,      -9.746210418,               0.5,     0.01114845323,  -3.831209299e-06,                 0,                 0,                 0,  -8.148514941e-07,     0.01114845323,  -3.831209299e-06,                 0,  -0.0003436538881,    0.001558235895
          0,           0,         494,      -7.572224131,      -5.137349953,      -6.680587511,      -5.105842027,      -9.745494797,               0.5,      0.0111446532,  -3.818488172e-06,                 0,                 0,                 0,  -8.050638742e-07,      0.0111446532,  -3.818488172e-06,                 0,  -0.0003426296093,    0.001558235895
          0,           0,         495,      -7.576814869,      -5.138517606,      -6.682696941,      -5.107593095,      -9.744777067,               0.5,     0.01114086225,  -3.805803015e-06,                 0,                 0,                 0,  -7.953085812e-07,     0.01114086225,  -3.805803015e-06,                 0,  -0.0003416075821,    0.001558235895
          0,           0,         496,      -7.577812126,      -5.139684322,       -6.68404149,      -5.108835628,      -9.744062536,               0.5,     0.01113708846,  -3.793561699e-06,                 0,                 0,                 0,  -7.859182707e-07,     0.01113708846,  -3.793561699e-06,                 0,  -0.0003406241868,    0.001558235895
          0,           0,         497,      -7.577912871,       -5.14085013,       -6.68508097,      -5.109945908,      -9.743355365,               0.5,     0.01113333854,  -3.781334225e-06,                 0,                 0,                 0,   -7.76574259e-07,     0.01113333854,  -3.781334225e-06,                 0,  -0.0003396406399,    0.001558235895
          0,           0,         498,      -7.578002187,      -5.142014402,      -6.686310013,       -5.11105122,      -9.742654728,               0.5,     0.01112961361,  -3.768829503e-06,                 0,                 0,                 0,  -7.670551732e-07,     0.01112961361,  -3.768829503e-06,                 0,  -0.0003386307588,    0.001558235895
          0,           0,         499,      -7.577876004,      -5.143177123,      -6.687628422,      -5.112120543,      -9.741959545,               0.5,     0.01112590858,  -3.756220064e-06,                 0,                 0,                 0,  -7.574868272e-07,     0.01112590858,  -3.756220064e-06,                 0,  -0.0003376101859,    0.001558235895
          0,           0,         500,      -7.577620579,      -5.144338517,      -6.688815784,      -5.113172937,      -9.741271861,               0.5,     0.01112222161,  -3.743625924e-06,                 0,                 0,                 0,  -7.479671693e-07,     0.01112222161,  -3.743625924e-06,                 0,  -0.0003365897619,    0.001558235895
          0,           0,         501,      -7.579375664,      -5.145498093,      -6.690354941,      -5.114521136,      -9.740586992,               0.5,     0.01111854021,  -3.730487418e-06,                 0,                 0,                 0,   -7.38089284e-07,     0.01111854021,  -3.730487418e-06,                 0,   -0.000335519533,    0.001558235895
          0,           0,         502,      -7.579741627,      -5.146656162,      -6.691617628,      -5.115665463,       -9.73989624,               0.5,     0.01111485986,  -3.718107872e-06,                 0,                 0,                 0,   -7.28789593e-07,     0.01111485986,  -3.718107872e-06,                 0,  -0.0003345168468,    0.001558235895
          0,           0,         503,      -7.580066842,      -5.147813403,      -6.692997843,      -5.116802776,      -9.739200584,               0.5,     0.01111119791,  -3.706050095e-06,                 0,                 0,                 0,  -7.197395827e-07,     0.01111119791,  -3.706050095e-06,                 0,  -0.0003335419029,    0.001558235895
          0,           0,         504,      -7.580268857,      -5.148969854,      -6.694058632,      -5.117921994,      -9.738509427,               0.5,     0.01110756468,  -3.693787516e-06,                 0,                 0,                 0,  -7.105633179e-07,     0.01110756468,  -3.693787516e-06,                 0,  -0.0003325470183,    0.001558235895
          0,           0,         505,      -7.579908635,      -5.150124558,      -6.695261504,      -5.118949118,      -9.737811319,               0.5,      0.0111039555,  -3.681383058e-06,                 0,                 0,                 0,  -7.013053488e-07,      0.0111039555,  -3.681383058e-06,                 0,  -0.0003315379874,    0.001558235895
          0,           0,         506,      -7.588250738,      -5.151275907,      -6.697199047,      -5.121241169,      -9.737122789,               0.5,      0.0111003537,  -3.669008812e-06,                 0,                 0,                 0,  -6.920727249e-07,      0.0111003537,  -3.669008812e-06,                 0,   -0.000330530802,    0.001558235895
          0,           0,         507,      -7.590217311,      -5.152425509,      -6.698700345,      -5.122600474,      -9.736444594,               0.5,      0.0110967564,  -3.656630634e-06,                 0,                 0,                 0,  -6.827992444e-07,      0.0110967564,  -3.656630634e-06,                 0,   -0.000329522475,    0.001558235895
          0,           0,         508,      -7.590310502,      -5.153573494,       -6.69993915,      -5.123693266,      -9.735774028,               0.5,      0.0110931767,  -3.644108323e-06,                 0,                 0,                 0,  -6.734039407e-07,      0.0110931767,  -3.644108323e-06,                 0,  -0.0003284999799,    0.001558235895
          0,           0,         509,      -7.590322842,      -5.154719094,      -6.701039552,      -5.124769396,      -9.735104356,               0.5,     0.01108961793,  -3.631638826e-06,                 0,                 0,                 0,  -6.640589245e-07,     0.01108961793,  -3.631638826e-06,                 0,   -0.000327480969,    0.001558235895
          0,           0,         510,      -7.589516847,      -5.155863577,       -6.70196471,      -5.125731538,      -9.734424357,               0.5,     0.01108607691,  -3.619610213e-06,                 0,                 0,                 0,  -6.549654229e-07,     0.01108607691,  -3.619610213e-06,                 0,  -0.0003265005505,    0.001558235895
          0,           0,         511,      -7.589313382,      -5.157006473,      -6.703187878,      -5.126776017,      -9.733736356,               0.5,     0.01108254423,  -3.607821795e-06,                 0,                 0,                 0,  -6.460101846e-07,     0.01108254423,  -3.607821795e-06,                 0,  -0.0003255409336,    0.001558235895
          0,           0,         512,      -7.589365036,      -5.158148081,      -6.704382086,      -5.127853032,      -9.733046568,               0.5,     0.01107902006,  -3.596169974e-06,                 0,                 0,                 0,  -6.371259328e-07,     0.01107902006,  -3.596169974e-06,                 0,  -0.0003245927847,    0.001558235895
          0,           0,         513,      -7.589461315,      -5.159288306,      -6.705551031,      -5.128935476,      -9.732356647,               0.5,     0.01107550867,  -3.585019479e-06,                 0,                 0,                 0,  -6.286205514e-07,     0.01107550867,  -3.585019479e-06,                 0,  -0.0003236889236,    0.001558235895
          0,           0,         514,      -7.589498992,      -5.160427549,      -6.706742772,       -5.13001177,      -9.731667674,               0.5,     0.01107201254,  -3.574061074e-06,                 0,                 0,                 0,  -6.202261553e-07,     0.01107201254,  -3.574061074e-06,                 0,  -0.0003228013933,    0.001558235895
          0,           0,         515,       -7.59839161,      -5.161564609,      -6.709024693,      -5.132381092,       -9.73097161,               0.5,      0.0110685212,  -3.562814513e-06,                 0,                 0,                 0,  -6.116066433e-07,      0.0110685212,  -3.562814513e-06,                 0,  -0.0003218871291,    0.001558235895
          0,           0,         516,      -7.600847424,      -5.162701576,      -6.710222079,        -5.1337934,      -9.730268693,               0.5,     0.01106504375,  -3.551466212e-06,                 0,                 0,                 0,  -6.029328771e-07,     0.01106504375,  -3.551466212e-06,                 0,  -0.0003209626905,    0.001558235895
          0,           0,         517,      -7.601154826,      -5.163837376,       -6.71144357,      -5.134895283,      -9.729558043,               0.5,     0.01106158484,  -3.540244095e-06,                 0,                 0,                 0,  -5.943826629e-07,     0.01106158484,  -3.540244095e-06,                 0,  -0.0003200485415,    0.001558235895
          0,           0,         518,      -7.601595844,       -5.16497174,      -6.712695815,      -5.136027434,      -9.728833447,               0.5,     0.01105814199,  -3.529142574e-06,                 0,                 0,                 0,  -5.859492356e-07,     0.01105814199,  -3.529142574e-06,                 0,  -0.0003191442628,    0.001558235895
          0,           0,         519,      -7.602170061,      -5.166104296,      -6.713925704,       -5.13717626,      -9.728105174,               0.5,     0.01105471207,  -3.518010706e-06,                 0,                 0,                 0,  -5.775229517e-07,     0.01105471207,  -3.518010706e-06,                 0,  -0.0003182363036,    0.001558235895
          0,           0,         520,      -7.603890728,      -5.167234814,       -6.71512376,      -5.138480488,      -9.727380318,               0.5,     0.01105128051,  -3.507454151e-06,                 0,                 0,                 0,  -5.695387889e-07,     0.01105128051,  -3.507454151e-06,                 0,  -0.0003173798863,    0.001558235895
          0,           0,         521,      -7.605328628,      -5.168361592,      -6.716633739,      -5.139741838,       -9.72666081,               0.5,      0.0110478652,  -3.496971546e-06,                 0,                 0,                 0,   -5.61631132e-07,      0.0110478652,  -3.496971546e-06,                 0,   -0.000316529165,    0.001558235895
          0,           0,         522,       -7.61337764,      -5.169486061,      -6.718654623,      -5.141942721,      -9.725945931,               0.5,     0.01104446317,  -3.486155659e-06,                 0,                 0,                 0,  -5.534958864e-07,     0.01104446317,  -3.486155659e-06,                 0,  -0.0003156473616,    0.001558235895
          0,           0,         523,       -7.61436964,      -5.170610181,      -6.720104532,      -5.143136004,       -9.72523786,               0.5,     0.01104107787,  -3.475191262e-06,                 0,                 0,                 0,  -5.452484905e-07,     0.01104107787,  -3.475191262e-06,                 0,   -0.000314751087,    0.001558235895
          0,           0,         524,      -7.614522678,      -5.171734365,      -6.721236329,      -5.144220979,      -9.724535924,               0.5,     0.01103770393,   -3.46418037e-06,                 0,                 0,                 0,    -5.3695844e-07,     0.01103770393,   -3.46418037e-06,                 0,  -0.0003138497273,    0.001558235895
          0,           0,         525,      -7.614722921,        -5.1728578,       -6.72253858,      -5.145313604,      -9.723838428,               0.5,     0.01103433817,  -3.453381143e-06,                 0,                 0,                 0,  -5.288127225e-07,     0.01103433817,  -3.453381143e-06,                 0,  -0.0003129667668,    0.001558235895
          0,           0,         526,      -7.615294921,       -5.17397972,      -6.723757156,      -5.146453664,      -9.723142986,               0.5,     0.01103098103,  -3.442729902e-06,                 0,                 0,                 0,    -5.2076429e-07,     0.01103098103,  -3.442729902e-06,                 0,  -0.0003120964394,    0.001558235895
          0,           0,         527,      -7.616129303,      -5.175100362,      -6.724757615,      -5.147632705,      -9.722450036,               0.5,      0.0110276368,  -3.432083846e-06,                 0,                 0,                 0,  -5.127050198e-07,      0.0110276368,  -3.432083846e-06,                 0,  -0.0003112256877,    0.001558235895
          0,           0,         528,      -7.621963455,      -5.176218593,      -6.726931195,      -5.149510752,      -9.721755409,               0.5,     0.01102430036,  -3.421353568e-06,                 0,                 0,                 0,  -5.045739907e-07,     0.01102430036,  -3.421353568e-06,                 0,  -0.0003103465488,    0.001558235895
          0,           0,         529,       -7.62391374,      -5.177335699,      -6.728431327,      -5.150835983,       -9.72105872,               0.5,     0.01102097965,  -3.409987218e-06,                 0,                 0,                 0,    -4.9595851e-07,     0.01102097965,  -3.409987218e-06,                 0,  -0.0003094087209,    0.001558235895
          0,           0,         530,      -7.624734659,       -5.17845129,      -6.730185088,      -5.152006033,      -9.720348273,               0.5,     0.01101767543,  -3.402675482e-06,                 0,                 0,                 0,  -4.903457771e-07,     0.01101767543,  -3.402675482e-06,                 0,  -0.0003088378763,    0.001558235895
          0,           0,         531,      -7.626493522,      -5.179566479,      -6.730986363,       -5.15331824,      -9.719625985,               0.5,     0.01101439135,  -3.407107237e-06,                 0,                 0,                 0,  -4.934724542e-07,     0.01101439135,  -3.407107237e-06,                 0,  -0.0003093323205,    0.001558235895
          0,           0,         532,      -7.626839635,      -5.180680076,      -6.732388557,      -5.154427078,      -9.718895117,               0.5,     0.01101112612,   -3.41563449e-06,                 0,                 0,                 0,  -4.990577471e-07,     0.01101112612,   -3.41563449e-06,                 0,  -0.0003101984712,    0.001558235895
          0,           0,         533,      -7.627315417,      -5.181792068,      -6.734005978,       -5.15555044,      -9.718160224,               0.5,     0.01100785722,  -3.421678885e-06,                 0,                 0,                 0,  -5.033606073e-07,     0.01100785722,  -3.421678885e-06,                 0,  -0.0003108396863,    0.001558235895
          0,           0,         534,      -7.627939805,      -5.182903013,      -6.735428435,      -5.156691964,      -9.717422743,               0.5,      0.0110045995,  -3.426854124e-06,                 0,                 0,                 0,  -5.072201893e-07,      0.0110045995,  -3.426854124e-06,                 0,  -0.0003114019845,    0.001558235895
          0,           0,         535,       -7.63290948,      -5.184012115,      -6.737258387,      -5.158437046,      -9.716687246,               0.5,     0.01100135861,  -3.432428794e-06,                 0,                 0,                 0,  -5.114732048e-07,     0.01100135861,  -3.432428794e-06,                 0,   -0.000312000446,    0.001558235895
          0,           0,         536,       -7.63706579,       -5.18511962,      -6.738557456,      -5.160054383,      -9.715954208,               0.5,      0.0109981377,  -3.437522772e-06,                 0,                 0,                 0,  -5.153684384e-07,      0.0109981377,  -3.437522772e-06,                 0,  -0.0003125549857,    0.001558235895
          0,           0,         537,      -7.637191158,      -5.186226296,      -6.740174505,       -5.16112014,      -9.715226121,               0.5,     0.01099493937,  -3.443622237e-06,                 0,                 0,                 0,  -5.199461712e-07,     0.01099493937,  -3.443622237e-06,                 0,  -0.0003132006574,    0.001558235895
          0,           0,         538,      -7.637660363,      -5.187330886,      -6.741416757,      -5.162224302,      -9.714504276,               0.5,     0.01099175996,  -3.449644501e-06,                 0,                 0,                 0,   -5.24383514e-07,     0.01099175996,  -3.449644501e-06,                 0,  -0.0003138391409,    0.001558235895
          0,           0,         539,      -7.637622818,      -5.188434039,      -6.742757382,      -5.163262709,      -9.713788448,               0.5,     0.01098859249,  -3.456889837e-06,                 0,                 0,                 0,  -5.296567155e-07,     0.01098859249,  -3.456889837e-06,                 0,  -0.0003145889557,    0.001558235895
          0,           0,         540,      -7.637802389,      -5.189535179,      -6.744037373,      -5.164328634,      -9.713077334,               0.5,     0.01098542681,  -3.454909966e-06,                 0,                 0,                 0,  -5.279826297e-07,     0.01098542681,  -3.454909966e-06,                 0,   -0.000314499384,    0.001558235895
          0,           0,         541,      -7.639452866,      -5.190634742,      -6.744987143,      -5.165592952,      -9.712369832,               0.5,     0.01098225417,  -3.444316291e-06,                 0,                 0,                 0,  -5.198552162e-07,     0.01098225417,  -3.444316291e-06,                 0,  -0.0003136256217,    0.001558235895
          0,           0,         542,      -7.639110993,       -5.19173319,      -6.746327093,      -5.166583439,      -9.711664013,               0.5,        0.01097909,  -3.433736904e-06,                 0,                 0,                 0,  -5.117148348e-07,        0.01097909,  -3.433736904e-06,                 0,  -0.0003127524143,    0.001558235895
          0,           0,         543,      -7.644156506,      -5.192829689,      -6.748430634,      -5.168324069,      -9.710956676,               0.5,     0.01097592931,  -3.424949606e-06,                 0,                 0,                 0,  -5.049188795e-07,     0.01097592931,  -3.424949606e-06,                 0,  -0.0003120418792,    0.001558235895
          0,           0,         544,      -7.646148403,      -5.193923218,      -6.750780945,      -5.169641017,      -9.710245292,               0.5,     0.01097276378,  -3.416457363e-06,                 0,                 0,                 0,  -4.983663412e-07,     0.01097276378,  -3.416457363e-06,                 0,  -0.0003113579614,    0.001558235895
          0,           0,         545,      -7.646020712,      -5.195016581,      -6.752401741,      -5.170674583,      -9.709534527,               0.5,     0.01096960527,  -3.408482966e-06,                 0,                 0,                 0,   -4.92251858e-07,     0.01096960527,  -3.408482966e-06,                 0,  -0.0003107206578,    0.001558235895
          0,           0,         546,      -7.646637543,      -5.196108901,      -6.753441519,       -5.17179875,       -9.70883203,               0.5,     0.01096646356,  -3.398754264e-06,                 0,                 0,                 0,  -4.848197887e-07,     0.01096646356,  -3.398754264e-06,                 0,  -0.0003099225421,    0.001558235895
          0,           0,         547,      -7.647535468,      -5.197199526,      -6.754216073,      -5.172956762,       -9.70813968,               0.5,     0.01096334429,  -3.389095778e-06,                 0,                 0,                 0,  -4.774111823e-07,     0.01096334429,  -3.389095778e-06,                 0,  -0.0003091297406,    0.001558235895
          0,           0,         548,      -7.647810377,      -5.198288472,      -6.755489969,      -5.174029047,      -9.707454663,               0.5,     0.01096024394,  -3.380041428e-06,                 0,                 0,                 0,  -4.704463033e-07,     0.01096024394,  -3.380041428e-06,                 0,  -0.0003083910764,    0.001558235895
