"       ""CD""       ","       ""CL""       ",,,,,,,,,,,,,
0.027286881,1.086919519,,,,,,,,,,,,,
0.027272769,1.087010066,,,,,,,,,,,,,
0.027258556,1.087100405,,,,,,,,,,,,,
0.027244244,1.087190537,,,,,,,,,,,,,
0.027229862,1.087280508,,,,,,,,,,,,,
0.027215436,1.087370356,,,,,,,,,,,,,
0.027200968,1.087460081,,,,,,,,,,,,,
0.027186457,1.08754967,,,,,,,,,,,,,
0.027171897,1.087639098,,,,,,,,,,,,,
0.02715729,1.087728363,,,,,,,,,,,,,
0.02714263,1.087817437,,,,,,,,,,,,,
0.027127926,1.0879063,,,,,,,,,,,,,
0.027113184,1.087994957,,,,,,,,,,,,,
0.027098408,1.088083395,,,,,,,,,,,,,
0.027083594,1.088171589,,,,,,,,,,,,,
0.027068734,1.08825949,,,,,,,,,,,,,
0.027053813,1.08834704,,,,,,,,,,,,,
0.027038832,1.088434215,,,,,,,,,,,,,
0.027023803,1.088521042,,,,,,,,,,,,,
0.027008739,1.088607531,,,,,,,,,,,,,
0.026993643,1.088693658,,,,,,,,,,,,,
0.026978514,1.088779391,,,,,,,,,,,,,
0.02696336,1.088864732,,,,,,,,,,,,,
0.026948187,1.088949695,,,,,,,,,,,,,
0.026932986,1.089034283,,,,,,,,,,,,,
0.026917775,1.089118536,,,,,,,,,,,,,
0.026902565,1.089202469,,,,,,,,,,,,,
0.026887361,1.08928609,,,,,,,,,,,,,
0.026872171,1.08936941,,,,,,,,,,,,,
0.026857005,1.089452455,,,,,,,,,,,,,
0.026841877,1.089535252,,,,,,,,,,,,,
0.026826793,1.089617819,,,,,,,,,,,,,
0.026811754,1.089700163,,,,,,,,,,,,,
0.026796759,1.08978229,,,,,,,,,,,,,
0.026781811,1.089864218,,,,,,,,,,,,,
0.026766903,1.08994593,,,,,,,,,,,,,
0.026752033,1.090027413,,,,,,,,,,,,,
0.026737205,1.09010868,,,,,,,,,,,,,
0.026722432,1.090189754,,,,,,,,,,,,,
0.026707716,1.090270637,,,,,,,,,,,,,
0.026693051,1.0903513,,,,,,,,,,,,,
0.026678422,1.0904317,,,,,,,,,,,,,
0.026663825,1.090511819,,,,,,,,,,,,,
0.026649263,1.090591672,,,,,,,,,,,,,
0.026634743,1.09067127,,,,,,,,,,,,,
0.026620257,1.090750585,,,,,,,,,,,,,
0.026605803,1.090829595,,,,,,,,,,,,,
0.026591378,1.090908294,,,,,,,,,,,,,
0.026576994,1.09098671,,,,,,,,,,,,,
0.026562657,1.091064864,,,,,,,,,,,,,
0.026548364,1.091142736,,,,,,,,,,,,,
0.026534108,1.091220311,,,,,,,,,,,,,
0.026519889,1.091297584,,,,,,,,,,,,,
0.026505706,1.091374555,,,,,,,,,,,,,
0.026491564,1.091451241,,,,,,,,,,,,,
0.026477479,1.091527689,,,,,,,,,,,,,
0.026463458,1.091603918,,,,,,,,,,,,,
0.026449513,1.091679979,,,,,,,,,,,,,
0.026435647,1.091755897,,,,,,,,,,,,,
0.026421858,1.09183166,,,,,,,,,,,,,
0.026408142,1.091907271,,,,,,,,,,,,,
0.026394497,1.091982734,,,,,,,,,,,,,
0.026380917,1.092058042,,,,,,,,,,,,,
0.026367399,1.092133194,,,,,,,,,,,,,
0.026353941,1.092208197,,,,,,,,,,,,,
0.02634054,1.092283054,,,,,,,,,,,,,
0.026327195,1.092357768,,,,,,,,,,,,,
0.026313902,1.092432332,,,,,,,,,,,,,
0.02630066,1.092506763,,,,,,,,,,,,,
0.026287474,1.092581073,,,,,,,,,,,,,
0.026274339,1.092655255,,,,,,,,,,,,,
0.026261254,1.092729308,,,,,,,,,,,,,
0.026248218,1.092803226,,,,,,,,,,,,,
0.026235227,1.092876994,,,,,,,,,,,,,
0.026222281,1.09295062,,,,,,,,,,,,,
0.026209385,1.093024116,,,,,,,,,,,,,
0.026196538,1.09309748,,,,,,,,,,,,,
0.026183739,1.093170714,,,,,,,,,,,,,
0.02617099,1.093243825,,,,,,,,,,,,,
0.026158281,1.093316795,,,,,,,,,,,,,
0.02614561,1.093389637,,,,,,,,,,,,,
0.02613298,1.093462384,,,,,,,,,,,,,
0.026120394,1.093535053,,,,,,,,,,,,,
0.026107853,1.093607652,,,,,,,,,,,,,
0.026095357,1.093680188,,,,,,,,,,,,,
0.026082909,1.093752678,,,,,,,,,,,,,
0.026070515,1.093825152,,,,,,,,,,,,,
0.026058175,1.093897616,,,,,,,,,,,,,
0.026045883,1.093970069,,,,,,,,,,,,,
0.026033632,1.094042489,,,,,,,,,,,,,
0.026021418,1.094114876,,,,,,,,,,,,,
0.026009237,1.094187225,,,,,,,,,,,,,
0.025997099,1.094259561,,,,,,,,,,,,,
0.025985001,1.094331905,,,,,,,,,,,,,
0.025972932,1.094404244,,,,,,,,,,,,,
0.025960902,1.09447659,,,,,,,,,,,,,
0.025948917,1.094548946,,,,,,,,,,,,,
0.025936978,1.094621315,,,,,,,,,,,,,
0.025925076,1.094693671,,,,,,,,,,,,,
0.025913202,1.094766003,,,,,,,,,,,,,
0.025901354,1.094838309,,,,,,,,,,,,,
0.025889524,1.094910585,,,,,,,,,,,,,
0.025877708,1.094982836,,,,,,,,,,,,,
0.025865918,1.0950551,,,,,,,,,,,,,
0.02585415,1.095127376,,,,,,,,,,,,,
0.025842399,1.095199661,,,,,,,,,,,,,
0.025830662,1.095271952,,,,,,,,,,,,,
0.025818934,1.095344243,,,,,,,,,,,,,
0.025807217,1.095416542,,,,,,,,,,,,,
0.025795508,1.095488847,,,,,,,,,,,,,
0.025783809,1.095561175,,,,,,,,,,,,,
0.025772115,1.095633519,,,,,,,,,,,,,
0.025760425,1.095705867,,,,,,,,,,,,,
0.025748742,1.095778211,,,,,,,,,,,,,
0.025737074,1.095850561,,,,,,,,,,,,,
0.025725417,1.095922929,,,,,,,,,,,,,
0.025713765,1.095995327,,,,,,,,,,,,,
0.025702127,1.096067772,,,,,,,,,,,,,
0.025690508,1.096140269,,,,,,,,,,,,,
0.025678902,1.096212792,,,,,,,,,,,,,
0.025667306,1.096285332,,,,,,,,,,,,,
0.025655716,1.096357876,,,,,,,,,,,,,
0.025644133,1.096430425,,,,,,,,,,,,,
0.025632562,1.096503006,,,,,,,,,,,,,
0.025621,1.096575619,,,,,,,,,,,,,
0.02560944,1.096648243,,,,,,,,,,,,,
0.025597878,1.096720862,,,,,,,,,,,,,
0.025586313,1.096793471,,,,,,,,,,,,,
0.025574746,1.096866067,,,,,,,,,,,,,
0.025563176,1.096938649,,,,,,,,,,,,,
0.0255516,1.097011207,,,,,,,,,,,,,
0.025540015,1.097083736,,,,,,,,,,,,,
0.025528417,1.097156227,,,,,,,,,,,,,
0.025516808,1.097228681,,,,,,,,,,,,,
0.025505187,1.097301089,,,,,,,,,,,,,
0.025493558,1.097373454,,,,,,,,,,,,,
0.025481924,1.097445786,,,,,,,,,,,,,
0.025470283,1.097518068,,,,,,,,,,,,,
0.025458638,1.097590302,,,,,,,,,,,,,
0.025446991,1.097662481,,,,,,,,,,,,,
0.025435343,1.097734602,,,,,,,,,,,,,
0.025423695,1.097806683,,,,,,,,,,,,,
0.025412047,1.09787872,,,,,,,,,,,,,
0.02540039,1.097950689,,,,,,,,,,,,,
0.025388721,1.098022575,,,,,,,,,,,,,
0.02537704,1.098094378,,,,,,,,,,,,,
0.025365346,1.098166086,,,,,,,,,,,,,
0.02535364,1.098237682,,,,,,,,,,,,,
0.025341918,1.098309148,,,,,,,,,,,,,
0.025330176,1.098380459,,,,,,,,,,,,,
0.025318411,1.098451589,,,,,,,,,,,,,
0.025306621,1.098522533,,,,,,,,,,,,,
0.025294814,1.098593298,,,,,,,,,,,,,
0.025282995,1.098663889,,,,,,,,,,,,,
0.025271165,1.098734301,,,,,,,,,,,,,
0.025259322,1.098804519,,,,,,,,,,,,,
0.025247468,1.098874529,,,,,,,,,,,,,
0.025235603,1.098944321,,,,,,,,,,,,,
0.025223721,1.099013878,,,,,,,,,,,,,
0.025211827,1.099083193,,,,,,,,,,,,,
0.02519992,1.099152254,,,,,,,,,,,,,
0.025187994,1.09922105,,,,,,,,,,,,,
0.02517605,1.099289567,,,,,,,,,,,,,
0.025164094,1.099357809,,,,,,,,,,,,,
0.025152128,1.099425775,,,,,,,,,,,,,
0.025140149,1.099493451,,,,,,,,,,,,,
0.025128154,1.099560822,,,,,,,,,,,,,
0.02511614,1.099627873,,,,,,,,,,,,,
0.025104112,1.0996946,,,,,,,,,,,,,
0.025092077,1.099760993,,,,,,,,,,,,,
0.025080034,1.099827051,,,,,,,,,,,,,
0.025067992,1.099892762,,,,,,,,,,,,,
0.025055932,1.099958089,,,,,,,,,,,,,
0.025043846,1.100022995,,,,,,,,,,,,,
0.025031743,1.100087481,,,,,,,,,,,,,
0.02501963,1.100151557,,,,,,,,,,,,,
0.025007509,1.100215222,,,,,,,,,,,,,
0.024995382,1.100278455,,,,,,,,,,,,,
0.02498325,1.100341239,,,,,,,,,,,,,
0.024971113,1.100403557,,,,,,,,,,,,,
0.024958973,1.100465398,,,,,,,,,,,,,
0.024946831,1.100526757,,,,,,,,,,,,,
0.024934686,1.100587621,,,,,,,,,,,,,
0.024922539,1.100647989,,,,,,,,,,,,,
0.02491039,1.10070785,,,,,,,,,,,,,
0.024898239,1.10076719,,,,,,,,,,,,,
0.024886086,1.100825996,,,,,,,,,,,,,
0.024873927,1.100884245,,,,,,,,,,,,,
0.024861762,1.10094192,,,,,,,,,,,,,
0.024849589,1.100999003,,,,,,,,,,,,,
0.024837411,1.101055499,,,,,,,,,,,,,
0.024825235,1.101111407,,,,,,,,,,,,,
0.024813067,1.101166741,,,,,,,,,,,,,
0.024800913,1.101221485,,,,,,,,,,,,,
0.02478877,1.101275621,,,,,,,,,,,,,
0.024776638,1.101329119,,,,,,,,,,,,,
0.024764513,1.101381953,,,,,,,,,,,,,
0.024752398,1.101434113,,,,,,,,,,,,,
0.024740294,1.101485598,,,,,,,,,,,,,
0.024728202,1.101536408,,,,,,,,,,,,,
0.024716125,1.101586544,,,,,,,,,,,,,
0.024704066,1.101636016,,,,,,,,,,,,,
0.02469203,1.101684826,,,,,,,,,,,,,
0.024680014,1.101732958,,,,,,,,,,,,,
0.024668023,1.101780413,,,,,,,,,,,,,
0.024656059,1.101827182,,,,,,,,,,,,,
0.024644124,1.101873251,,,,,,,,,,,,,
0.024632227,1.101918624,,,,,,,,,,,,,
0.024620371,1.101963302,,,,,,,,,,,,,
0.024608558,1.102007282,,,,,,,,,,,,,
0.02459679,1.102050565,,,,,,,,,,,,,
0.024585064,1.10209315,,,,,,,,,,,,,
0.02457338,1.102135034,,,,,,,,,,,,,
0.024561736,1.102176198,,,,,,,,,,,,,
0.024550136,1.102216633,,,,,,,,,,,,,
0.024538584,1.10225634,,,,,,,,,,,,,
0.024527081,1.102295323,,,,,,,,,,,,,
0.024515626,1.102333573,,,,,,,,,,,,,
0.024504215,1.102371084,,,,,,,,,,,,,
0.024492856,1.102407858,,,,,,,,,,,,,
0.024481553,1.102443889,,,,,,,,,,,,,
0.024470307,1.102479182,,,,,,,,,,,,,
0.024459124,1.102513747,,,,,,,,,,,,,
0.024448004,1.102547589,,,,,,,,,,,,,
0.024436948,1.102580706,,,,,,,,,,,,,
0.02442596,1.102613104,,,,,,,,,,,,,
0.024415043,1.102644789,,,,,,,,,,,,,
0.024404197,1.102675762,,,,,,,,,,,,,
0.024393425,1.10270602,,,,,,,,,,,,,
0.024382727,1.102735562,,,,,,,,,,,,,
0.024372106,1.102764395,,,,,,,,,,,,,
0.024361565,1.102792534,,,,,,,,,,,,,
0.024351105,1.102819986,,,,,,,,,,,,,
0.024340727,1.102846753,,,,,,,,,,,,,
0.024330431,1.102872834,,,,,,,,,,,,,
0.024320221,1.102898232,,,,,,,,,,,,,
0.024310098,1.10292295,,,,,,,,,,,,,
0.024300064,1.102947003,,,,,,,,,,,,,
0.02429012,1.102970386,,,,,,,,,,,,,
0.024280267,1.102993099,,,,,,,,,,,,,
0.024270508,1.103015152,,,,,,,,,,,,,
0.024260846,1.103036558,,,,,,,,,,,,,
0.024251281,1.103057322,,,,,,,,,,,,,
0.024241815,1.103077449,,,,,,,,,,,,,
0.024232448,1.103096943,,,,,,,,,,,,,
0.024223177,1.103115808,,,,,,,,,,,,,
0.024214005,1.103134056,,,,,,,,,,,,,
0.024204928,1.103151683,,,,,,,,,,,,,
0.024195947,1.103168686,,,,,,,,,,,,,
0.024187057,1.103185062,,,,,,,,,,,,,
0.024178262,1.103200828,,,,,,,,,,,,,
0.024169566,1.103215998,,,,,,,,,,,,,
0.02416097,1.103230588,,,,,,,,,,,,,
0.024152477,1.103244612,,,,,,,,,,,,,
0.024144087,1.103258082,,,,,,,,,,,,,
0.0241358,1.103270996,,,,,,,,,,,,,
0.024127618,1.103283356,,,,,,,,,,,,,
0.024119537,1.10329516,,,,,,,,,,,,,
0.024111558,1.103306419,,,,,,,,,,,,,
0.024103695,1.103317168,,,,,,,,,,,,,
0.024095948,1.103327419,,,,,,,,,,,,,
0.02408832,1.1033372,,,,,,,,,,,,,
0.024080813,1.103346534,,,,,,,,,,,,,
0.024073429,1.103355435,,,,,,,,,,,,,
0.024066166,1.103363897,,,,,,,,,,,,,
0.02405902,1.103371921,,,,,,,,,,,,,
0.02405199,1.103379516,,,,,,,,,,,,,
0.024045075,1.103386692,,,,,,,,,,,,,
0.024038268,1.103393442,,,,,,,,,,,,,
0.024031565,1.103399769,,,,,,,,,,,,,
0.024024965,1.103405686,,,,,,,,,,,,,
0.024018477,1.103411208,,,,,,,,,,,,,
0.024012105,1.103416345,,,,,,,,,,,,,
0.024005849,1.103421109,,,,,,,,,,,,,
0.023999719,1.103425518,,,,,,,,,,,,,
0.023993734,1.103429614,,,,,,,,,,,,,
0.023987933,1.103433453,,,,,,,,,,,,,
0.023982372,1.103437131,,,,,,,,,,,,,
0.023977131,1.103440775,,,,,,,,,,,,,
0.02397228,1.103444493,,,,,,,,,,,,,
0.023967803,1.103448274,,,,,,,,,,,,,
0.023963475,1.10345183,,,,,,,,,,,,,
0.023958911,1.103454653,,,,,,,,,,,,,
0.023954054,1.103456672,,,,,,,,,,,,,
0.023949449,1.103458624,,,,,,,,,,,,,
0.023945315,1.103460821,,,,,,,,,,,,,
0.023941319,1.103462836,,,,,,,,,,,,,
0.023937129,1.103464242,,,,,,,,,,,,,
0.023932778,1.103465105,,,,,,,,,,,,,
0.02392836,1.103465561,,,,,,,,,,,,,
0.023923929,1.10346569,,,,,,,,,,,,,
0.023919521,1.103465553,,,,,,,,,,,,,
0.023915162,1.103465204,,,,,,,,,,,,,
0.023910869,1.103464674,,,,,,,,,,,,,
0.023906649,1.103463978,,,,,,,,,,,,,
0.023902509,1.10346314,,,,,,,,,,,,,
0.023898452,1.103462184,,,,,,,,,,,,,
0.02389448,1.103461125,,,,,,,,,,,,,
0.023890589,1.103459965,,,,,,,,,,,,,
0.023886775,1.103458698,,,,,,,,,,,,,
0.023883037,1.103457345,,,,,,,,,,,,,
0.023879374,1.103455917,,,,,,,,,,,,,
0.023875779,1.103454411,,,,,,,,,,,,,
0.023872252,1.103452839,,,,,,,,,,,,,
0.023868792,1.103451226,,,,,,,,,,,,,
0.023865397,1.103449593,,,,,,,,,,,,,
0.023862067,1.103447954,,,,,,,,,,,,,
0.023858798,1.103446304,,,,,,,,,,,,,
0.023855582,1.103444632,,,,,,,,,,,,,
0.023852431,1.103442983,,,,,,,,,,,,,
0.023849347,1.103441373,,,,,,,,,,,,,
0.023846325,1.103439807,,,,,,,,,,,,,
0.023843362,1.103438294,,,,,,,,,,,,,
0.023840455,1.103436841,,,,,,,,,,,,,
0.023837602,1.103435453,,,,,,,,,,,,,
0.023834802,1.103434134,,,,,,,,,,,,,
0.023832052,1.103432896,,,,,,,,,,,,,
0.023829348,1.103431754,,,,,,,,,,,,,
0.023826689,1.103430726,,,,,,,,,,,,,
0.023824073,1.103429826,,,,,,,,,,,,,
0.023821496,1.103429055,,,,,,,,,,,,,
0.023818955,1.103428421,,,,,,,,,,,,,
0.023816448,1.103427925,,,,,,,,,,,,,
0.023813973,1.103427577,,,,,,,,,,,,,
0.023811526,1.103427384,,,,,,,,,,,,,
0.023809106,1.103427355,,,,,,,,,,,,,
0.02380671,1.103427491,,,,,,,,,,,,,
0.023804336,1.103427791,,,,,,,,,,,,,
0.023801983,1.103428259,,,,,,,,,,,,,
0.023799652,1.103428902,,,,,,,,,,,,,
0.02379734,1.103429722,,,,,,,,,,,,,
0.023795043,1.10343072,,,,,,,,,,,,,
0.02379276,1.1034319,,,,,,,,,,,,,
0.023790491,1.103433281,,,,,,,,,,,,,
0.023788229,1.103434854,,,,,,,,,,,,,
0.02378597,1.103436612,,,,,,,,,,,,,
0.023783718,1.103438575,,,,,,,,,,,,,
0.023781467,1.103440743,,,,,,,,,,,,,
0.023779212,1.103443115,,,,,,,,,,,,,
0.023776952,1.103445689,,,,,,,,,,,,,
0.023774681,1.103448466,,,,,,,,,,,,,
0.023772399,1.103451447,,,,,,,,,,,,,
0.023770103,1.103454635,,,,,,,,,,,,,
0.023767795,1.103458043,,,,,,,,,,,,,
0.023765479,1.103461688,,,,,,,,,,,,,
0.023763152,1.103465574,,,,,,,,,,,,,
0.023760815,1.103469697,,,,,,,,,,,,,
0.023758463,1.103474063,,,,,,,,,,,,,
0.0237561,1.103478699,,,,,,,,,,,,,
0.023753723,1.1034836,,,,,,,,,,,,,
0.023751328,1.103488755,,,,,,,,,,,,,
0.023748912,1.103494168,,,,,,,,,,,,,
0.023746479,1.103499849,,,,,,,,,,,,,
0.023744024,1.103505784,,,,,,,,,,,,,
0.023741539,1.103511953,,,,,,,,,,,,,
0.023739024,1.103518356,,,,,,,,,,,,,
0.023736475,1.103524988,,,,,,,,,,,,,
0.023733894,1.103531853,,,,,,,,,,,,,
0.023731276,1.103538942,,,,,,,,,,,,,
0.02372862,1.103546251,,,,,,,,,,,,,
0.023725926,1.103553793,,,,,,,,,,,,,
0.023723194,1.103561563,,,,,,,,,,,,,
0.023720422,1.103569549,,,,,,,,,,,,,
0.023717607,1.103577744,,,,,,,,,,,,,
0.023714749,1.103586149,,,,,,,,,,,,,
0.02371185,1.103594772,,,,,,,,,,,,,
0.023708909,1.103603617,,,,,,,,,,,,,
0.023705925,1.103612683,,,,,,,,,,,,,
0.023702897,1.103621963,,,,,,,,,,,,,
0.023699824,1.103631448,,,,,,,,,,,,,
0.023696706,1.103641136,,,,,,,,,,,,,
0.023693541,1.103651029,,,,,,,,,,,,,
0.023690328,1.103661124,,,,,,,,,,,,,
0.023687068,1.103671414,,,,,,,,,,,,,
0.023683758,1.103681895,,,,,,,,,,,,,
0.023680398,1.103692562,,,,,,,,,,,,,
0.023676987,1.10370341,,,,,,,,,,,,,
0.023673521,1.103714423,,,,,,,,,,,,,
0.023670008,1.103725616,,,,,,,,,,,,,
0.023666449,1.103736993,,,,,,,,,,,,,
0.023662843,1.10374854,,,,,,,,,,,,,
0.02365919,1.103760256,,,,,,,,,,,,,
0.02365549,1.103772133,,,,,,,,,,,,,
0.02365174,1.103784156,,,,,,,,,,,,,
0.023647937,1.103796314,,,,,,,,,,,,,
0.02364408,1.103808596,,,,,,,,,,,,,
0.023640167,1.103820993,,,,,,,,,,,,,
0.023636198,1.103833506,,,,,,,,,,,,,
0.023632173,1.103846125,,,,,,,,,,,,,
0.023628091,1.103858839,,,,,,,,,,,,,
0.023623951,1.103871634,,,,,,,,,,,,,
0.023619752,1.103884504,,,,,,,,,,,,,
0.023615497,1.103897446,,,,,,,,,,,,,
0.023611185,1.10391045,,,,,,,,,,,,,
0.023606814,1.103923498,,,,,,,,,,,,,
0.023602387,1.103936585,,,,,,,,,,,,,
0.023597905,1.103949709,,,,,,,,,,,,,
0.023593367,1.103962859,,,,,,,,,,,,,
0.023588775,1.103976033,,,,,,,,,,,,,
0.02358413,1.103989221,,,,,,,,,,,,,
0.023579429,1.104002412,,,,,,,,,,,,,
0.023574674,1.104015597,,,,,,,,,,,,,
0.023569865,1.104028764,,,,,,,,,,,,,
0.023565001,1.104041906,,,,,,,,,,,,,
0.023560083,1.104055019,,,,,,,,,,,,,
0.023555113,1.104068101,,,,,,,,,,,,,
0.023550094,1.10408115,,,,,,,,,,,,,
0.023545024,1.104094152,,,,,,,,,,,,,
0.023539906,1.104107097,,,,,,,,,,,,,
0.023534738,1.104119981,,,,,,,,,,,,,
0.023529521,1.104132785,,,,,,,,,,,,,
0.023524258,1.104145506,,,,,,,,,,,,,
0.023518949,1.104158135,,,,,,,,,,,,,
0.023513592,1.104170657,,,,,,,,,,,,,
0.023508187,1.104183064,,,,,,,,,,,,,
0.023502735,1.104195348,,,,,,,,,,,,,
0.023497236,1.104207502,,,,,,,,,,,,,
0.023491692,1.104219521,,,,,,,,,,,,,
0.023486105,1.104231396,,,,,,,,,,,,,
0.023480476,1.104243117,,,,,,,,,,,,,
0.023474806,1.104254682,,,,,,,,,,,,,
0.023469099,1.104266087,,,,,,,,,,,,,
0.02346335,1.104277313,,,,,,,,,,,,,
0.023457563,1.104288357,,,,,,,,,,,,,
0.023451739,1.104299215,,,,,,,,,,,,,
0.023445882,1.104309892,,,,,,,,,,,,,
0.023439996,1.104320384,,,,,,,,,,,,,
0.02343408,1.104330677,,,,,,,,,,,,,
0.023428134,1.104340762,,,,,,,,,,,,,
0.023422159,1.104350635,,,,,,,,,,,,,
0.023416159,1.104360293,,,,,,,,,,,,,
0.023410135,1.104369737,,,,,,,,,,,,,
0.023404086,1.104378967,,,,,,,,,,,,,
0.023398017,1.104387979,,,,,,,,,,,,,
0.023391928,1.104396763,,,,,,,,,,,,,
0.023385819,1.104405305,,,,,,,,,,,,,
0.023379691,1.104413596,,,,,,,,,,,,,
0.023373544,1.104421633,,,,,,,,,,,,,
0.023367381,1.104429407,,,,,,,,,,,,,
0.023361204,1.104436916,,,,,,,,,,,,,
0.023355012,1.104444154,,,,,,,,,,,,,
0.02334881,1.104451131,,,,,,,,,,,,,
0.0233426,1.10445785,,,,,,,,,,,,,
0.023336384,1.1044643,,,,,,,,,,,,,
0.023330163,1.10447048,,,,,,,,,,,,,
0.023323938,1.104476387,,,,,,,,,,,,,
0.023317712,1.104482021,,,,,,,,,,,,,
0.023311485,1.104487375,,,,,,,,,,,,,
0.023305258,1.104492441,,,,,,,,,,,,,
0.023299033,1.104497218,,,,,,,,,,,,,
0.023292814,1.104501711,,,,,,,,,,,,,
0.023286601,1.104505913,,,,,,,,,,,,,
0.02328039,1.104509813,,,,,,,,,,,,,
0.023274184,1.104513412,,,,,,,,,,,,,
0.023267984,1.104516718,,,,,,,,,,,,,
0.02326179,1.104519718,,,,,,,,,,,,,
0.023255603,1.104522403,,,,,,,,,,,,,
0.023249427,1.104524781,,,,,,,,,,,,,
0.023243267,1.104526861,,,,,,,,,,,,,
0.023237127,1.104528647,,,,,,,,,,,,,
0.023231007,1.104530136,,,,,,,,,,,,,
0.023224908,1.104531325,,,,,,,,,,,,,
0.023218833,1.104532214,,,,,,,,,,,,,
0.023212783,1.104532799,,,,,,,,,,,,,
0.023206757,1.10453308,,,,,,,,,,,,,
0.023200757,1.104533058,,,,,,,,,,,,,
0.023194785,1.104532736,,,,,,,,,,,,,
0.023188841,1.104532114,,,,,,,,,,,,,
0.023182925,1.104531189,,,,,,,,,,,,,
0.023177039,1.104529959,,,,,,,,,,,,,
0.023171186,1.104528429,,,,,,,,,,,,,
0.023165363,1.104526596,,,,,,,,,,,,,
0.02315957,1.10452446,,,,,,,,,,,,,
0.023153804,1.104522014,,,,,,,,,,,,,
0.023148068,1.10451926,,,,,,,,,,,,,
0.02314237,1.104516215,,,,,,,,,,,,,
0.023136712,1.104512884,,,,,,,,,,,,,
0.023131093,1.104509268,,,,,,,,,,,,,
0.023125514,1.104505368,,,,,,,,,,,,,
0.023119976,1.104501187,,,,,,,,,,,,,
0.02311448,1.104496727,,,,,,,,,,,,,
0.023109026,1.104491994,,,,,,,,,,,,,
0.023103616,1.104486992,,,,,,,,,,,,,
0.023098247,1.104481713,,,,,,,,,,,,,
0.02309292,1.104476156,,,,,,,,,,,,,
0.023087635,1.104470319,,,,,,,,,,,,,
0.023082394,1.104464208,,,,,,,,,,,,,
0.023077201,1.104457831,,,,,,,,,,,,,
0.023072055,1.104451197,,,,,,,,,,,,,
0.023066957,1.10444431,,,,,,,,,,,,,
0.023061906,1.104437175,,,,,,,,,,,,,
0.023056902,1.104429792,,,,,,,,,,,,,
0.023051944,1.104422163,,,,,,,,,,,,,
0.023047034,1.104414292,,,,,,,,,,,,,
0.02304217,1.104406185,,,,,,,,,,,,,
0.023037354,1.104397847,,,,,,,,,,,,,
0.023032585,1.104389277,,,,,,,,,,,,,
0.023027863,1.104380481,,,,,,,,,,,,,
0.02302319,1.104371465,,,,,,,,,,,,,
0.023018564,1.104362233,,,,,,,,,,,,,
0.023013987,1.104352791,,,,,,,,,,,,,
0.023009461,1.104343148,,,,,,,,,,,,,
0.023004984,1.104333309,,,,,,,,,,,,,
0.023000557,1.104323278,,,,,,,,,,,,,
0.022996177,1.104313049,,,,,,,,,,,,,
0.022991847,1.104302629,,,,,,,,,,,,,
0.022987567,1.104292033,,,,,,,,,,,,,
0.022983338,1.104281272,,,,,,,,,,,,,
0.022979162,1.104270352,,,,,,,,,,,,,
0.022975036,1.104259278,,,,,,,,,,,,,
0.022970961,1.104248061,,,,,,,,,,,,,
0.022966937,1.104236705,,,,,,,,,,,,,
0.022962963,1.104225212,,,,,,,,,,,,,
0.02295904,1.104213592,,,,,,,,,,,,,
0.022955165,1.104201849,,,,,,,,,,,,,
0.022951342,1.104189996,,,,,,,,,,,,,
0.022947569,1.104178039,,,,,,,,,,,,,
0.022943845,1.104165973,,,,,,,,,,,,,
0.022940169,1.104153794,,,,,,,,,,,,,
0.02293654,1.104141506,,,,,,,,,,,,,
0.02293296,1.104129122,,,,,,,,,,,,,
0.022929428,1.104116648,,,,,,,,,,,,,
0.022925942,1.104104086,,,,,,,,,,,,,
0.022922502,1.104091432,,,,,,,,,,,,,
0.022919106,1.104078687,,,,,,,,,,,,,
0.022915752,1.104065857,,,,,,,,,,,,,
0.022912439,1.104052949,,,,,,,,,,,,,
0.022909166,1.10403997,,,,,,,,,,,,,
0.022905932,1.104026923,,,,,,,,,,,,,
0.022902737,1.10401381,,,,,,,,,,,,,
0.02289958,1.104000635,,,,,,,,,,,,,
0.022896461,1.103987405,,,,,,,,,,,,,
0.022893381,1.103974127,,,,,,,,,,,,,
0.022890338,1.103960809,,,,,,,,,,,,,
0.022887332,1.103947459,,,,,,,,,,,,,
0.022884362,1.103934086,,,,,,,,,,,,,
0.022881431,1.103920698,,,,,,,,,,,,,
0.022878538,1.103907304,,,,,,,,,,,,,
0.022875682,1.103893902,,,,,,,,,,,,,
0.02287286,1.103880486,,,,,,,,,,,,,
0.022870072,1.103867063,,,,,,,,,,,,,
0.022867321,1.103853646,,,,,,,,,,,,,
0.022864601,1.103840227,,,,,,,,,,,,,
0.022861909,1.103826809,,,,,,,,,,,,,
0.022859247,1.103813394,,,,,,,,,,,,,
0.022856613,1.103799987,,,,,,,,,,,,,
0.022854006,1.10378659,,,,,,,,,,,,,
0.022851424,1.103773204,,,,,,,,,,,,,
0.022848867,1.103759834,,,,,,,,,,,,,
0.022846332,1.103746481,,,,,,,,,,,,,
0.022843819,1.103733142,,,,,,,,,,,,,
0.022841328,1.103719821,,,,,,,,,,,,,
0.022838857,1.103706519,,,,,,,,,,,,,
0.022836406,1.103693241,,,,,,,,,,,,,
0.022833974,1.10367999,,,,,,,,,,,,,
0.022831563,1.103666774,,,,,,,,,,,,,
0.022829168,1.103653588,,,,,,,,,,,,,
0.022826793,1.103640445,,,,,,,,,,,,,
